timestamp(s),nodeId,kind,bytes,src,dst,seq,hops,sf
969.754940824,4,beacon,29,4,65535,17,0,7
970.493470961,1,data,27,1,7,83,0,8
971.363189829,6,beacon,29,6,65535,17,0,7
971.877940882,0,data,27,0,1,80,0,8
972.144748858,2,data,27,2,1,83,0,8
972.813150705,7,beacon,29,7,65535,17,0,8
974.213289177,6,data,27,6,0,82,0,8
974.600531278,5,data,27,5,0,87,0,8
974.686673106,8,data,27,8,6,84,0,8
975.285564319,4,data,27,4,7,83,0,8
979.035127545,7,data,27,7,5,83,0,8
979.264742471,3,data,27,3,1,82,0,8
980.493470961,1,data,27,1,3,84,0,8
981.877940882,0,data,27,0,2,81,0,8
982.144748858,2,data,27,2,6,84,0,8
982.284526039,8,data,27,2,6,84,1,8
984.213289177,6,data,27,6,0,83,0,8
984.600531278,5,data,27,5,2,88,0,8
984.686673106,8,data,27,8,0,85,0,8
985.285564319,4,data,27,4,0,84,0,8
985.425340909,7,data,27,4,0,84,1,8
989.035127545,7,data,27,7,0,84,0,8
989.264742471,3,data,27,3,5,83,0,8
989.404519061,0,data,27,3,5,83,1,8
990.493470961,1,data,27,1,2,85,0,8
991.877940882,0,data,27,0,3,82,0,8
992.144748858,2,data,27,2,3,85,0,8
992.284526039,8,data,27,2,3,85,1,8
994.213289177,6,data,27,6,3,84,0,8
994.600531278,5,data,27,5,4,89,0,8
994.686673106,8,data,27,8,3,86,0,8
995.285564319,4,data,27,4,0,85,0,8
995.425340909,7,data,27,4,0,85,1,8
999.035127545,7,data,27,7,3,85,0,8
999.264742471,3,data,27,3,7,84,0,8
1000.493470961,1,data,27,1,0,86,0,8
1000.633247796,3,data,27,1,0,86,1,8
1001.877940882,0,data,27,0,4,83,0,8
1002.144748858,2,data,27,2,1,86,0,8
1004.213289177,6,data,27,6,8,85,0,8
1004.353065767,7,data,27,6,8,85,1,8
1004.492842357,4,data,27,6,8,85,2,8
1004.600531278,5,data,27,5,0,90,0,8
1004.686673106,8,data,27,8,3,87,0,8
1005.285564319,4,data,27,4,5,86,0,8
1009.035127545,7,data,27,7,4,86,0,8
1009.264742471,3,data,27,3,6,85,0,8
1010.493470961,1,data,27,1,5,87,0,8
1010.633247551,4,data,27,1,5,87,1,8
1011.877940882,0,data,27,0,1,84,0,8
1012.144748858,2,data,27,2,3,87,0,8
1014.213289177,6,data,27,6,1,86,0,8
1014.353065767,7,data,27,6,1,86,1,8
1014.600531278,5,data,27,5,3,91,0,8
1014.686673106,8,data,27,8,3,88,0,8
1015.285564319,4,data,27,4,1,87,0,8
1015.425340909,7,data,27,4,1,87,1,8
1019.035127545,7,data,27,7,8,87,0,8
1019.174904135,4,data,27,7,8,87,1,8
1019.264742471,3,data,27,3,7,86,0,8
1020.493470961,1,data,27,1,2,88,0,8
1021.877940882,0,data,27,0,4,85,0,8
1022.144748858,2,data,27,2,6,88,0,8
1022.284526039,8,data,27,2,6,88,1,8
1022.414766730,0,beacon,29,0,65535,18,0,7
1022.807546093,1,beacon,29,1,65535,18,0,8
1023.595940747,3,beacon,29,3,65535,18,0,8
1024.213289177,6,data,27,6,3,87,0,8
1024.600531278,5,data,27,5,6,92,0,8
1024.686673106,8,data,27,8,4,89,0,8
1025.285564319,4,data,27,4,1,88,0,8
1028.473097285,2,beacon,29,2,65535,18,0,7
1028.722219627,5,beacon,29,5,65535,18,0,7
1028.970359947,8,beacon,29,8,65535,18,0,7
1029.035127545,7,data,27,7,4,88,0,8
1029.264742471,3,data,27,3,0,87,0,8
1029.754940824,4,beacon,29,4,65535,18,0,7
1030.493470961,1,data,27,1,4,89,0,8
1031.363189829,6,beacon,29,6,65535,18,0,7
1031.877940882,0,data,27,0,3,86,0,8
1032.144748858,2,data,27,2,0,89,0,8
1032.284525448,5,data,27,2,0,89,1,8
1032.813150705,7,beacon,29,7,65535,18,0,7
1034.213289177,6,data,27,6,1,88,0,8
1034.353065767,7,data,27,6,1,88,1,8
1034.600531278,5,data,27,5,4,93,0,8
1034.686673106,8,data,27,8,6,90,0,8
1035.285564319,4,data,27,4,2,89,0,8
1039.035127545,7,data,27,7,6,89,0,8
1039.264742471,3,data,27,3,8,88,0,8
1040.493470961,1,data,27,1,4,90,0,8
1041.877940882,0,data,27,0,2,87,0,8
1042.144748858,2,data,27,2,8,90,0,8
1044.213289177,6,data,27,6,1,89,0,8
1044.353065767,7,data,27,6,1,89,1,8
1044.600531278,5,data,27,5,6,94,0,8
1044.686673106,8,data,27,8,3,91,0,8
1045.285564319,4,data,27,4,5,90,0,8
1049.035127545,7,data,27,7,1,90,0,8
1049.264742471,3,data,27,3,7,89,0,8
1050.493470961,1,data,27,1,8,91,0,8
1050.633247551,4,data,27,1,8,91,1,8
1051.877940882,0,data,27,0,3,88,0,8
1052.144748858,2,data,27,2,6,91,0,8
1052.284526039,8,data,27,2,6,91,1,8
1054.213289177,6,data,27,6,7,90,0,8
1054.600531278,5,data,27,5,2,95,0,8
1054.686673106,8,data,27,8,2,92,0,8
1055.285564319,4,data,27,4,6,91,0,8
1059.035127545,7,data,27,7,1,91,0,8
1059.264742471,3,data,27,3,0,90,0,8
1060.493470961,1,data,27,1,2,92,0,8
1061.877940882,0,data,27,0,1,89,0,8
1062.017717717,4,data,27,0,1,89,1,8
1062.144748858,2,data,27,2,5,92,0,8
1064.213289177,6,data,27,6,0,91,0,8
1064.600531278,5,data,27,5,8,96,0,8
1064.686673106,8,data,27,8,2,93,0,8
1065.285564319,4,data,27,4,1,92,0,8
1069.035127545,7,data,27,7,6,92,0,8
1069.264742471,3,data,27,3,8,91,0,8
1070.493470961,1,data,27,1,4,93,0,8
1071.877940882,0,data,27,0,7,90,0,8
1072.144748858,2,data,27,2,1,93,0,8
1074.213289177,6,data,27,6,2,92,0,8
1074.600531278,5,data,27,5,8,97,0,8
1074.686673106,8,data,27,8,4,94,0,8
1075.285564319,4,data,27,4,6,93,0,8
1079.035127545,7,data,27,7,6,93,0,8
1079.264742471,3,data,27,3,8,92,0,8
1080.493470961,1,data,27,1,4,94,0,8
1081.877940882,0,data,27,0,4,91,0,8
1082.144748858,2,data,27,2,5,94,0,8
1082.414766730,0,beacon,29,0,65535,19,0,7
1082.807546093,1,beacon,29,1,65535,19,0,7
1083.595940747,3,beacon,29,3,65535,19,0,7
1084.213289177,6,data,27,6,7,93,0,8
1084.600531278,5,data,27,5,8,98,0,8
1084.686673106,8,data,27,8,6,95,0,8
1085.285564319,4,data,27,4,3,94,0,8
1088.473097285,2,beacon,29,2,65535,19,0,8
1088.722219627,5,beacon,29,5,65535,19,0,8
1088.970359947,8,beacon,29,8,65535,19,0,8
1089.035127545,7,data,27,7,1,94,0,8
1089.264742471,3,data,27,3,1,93,0,8
1089.754940824,4,beacon,29,4,65535,19,0,7
1090.493470961,1,data,27,1,2,95,0,8
1091.363189829,6,beacon,29,6,65535,19,0,7
1091.877940882,0,data,27,0,4,92,0,8
1092.144748858,2,data,27,2,3,95,0,8
1092.284525448,1,data,27,2,3,95,1,8
1092.813150705,7,beacon,29,7,65535,19,0,8
1094.213289177,6,data,27,6,1,94,0,8
1094.353065767,7,data,27,6,1,94,1,8
1094.600531278,5,data,27,5,4,99,0,8
1094.686673106,8,data,27,8,6,96,0,8
1095.285564319,4,data,27,4,3,95,0,8
1099.035127545,7,data,27,7,3,95,0,8
1099.174904135,6,data,27,7,3,95,1,8
1099.264742471,3,data,27,3,7,94,0,8
1100.493470961,1,data,27,1,4,96,0,8
1101.877940882,0,data,27,0,7,93,0,8
1102.017717717,4,data,27,0,7,93,1,8
1102.144748858,2,data,27,2,8,96,0,8
1104.213289177,6,data,27,6,7,95,0,8
1104.600531278,5,data,27,5,0,100,0,8
1104.686673106,8,data,27,8,6,97,0,8
1105.285564319,4,data,27,4,3,96,0,8
1109.035127545,7,data,27,7,1,96,0,8
1109.264742471,3,data,27,3,7,95,0,8
1110.493470961,1,data,27,1,6,97,0,8
1110.633247796,5,data,27,1,6,97,1,8
1111.877940882,0,data,27,0,6,94,0,8
1112.017717717,4,data,27,0,6,94,1,8
1112.144748858,2,data,27,2,3,97,0,8
1114.213289177,6,data,27,6,3,96,0,8
1114.600531278,5,data,27,5,2,101,0,8
1114.686673106,8,data,27,8,5,98,0,8
1115.285564319,4,data,27,4,5,97,0,8
1119.035127545,7,data,27,7,6,97,0,8
1119.264742471,3,data,27,3,4,96,0,8
1120.493470961,1,data,27,1,0,98,0,8
1121.877940882,0,data,27,0,5,95,0,8
1122.144748858,2,data,27,2,1,98,0,8
1124.213289177,6,data,27,6,8,97,0,8
1124.353065767,7,data,27,6,8,97,1,8
1124.492842357,4,data,27,6,8,97,2,8
1124.600531278,5,data,27,5,2,102,0,8
1124.686673106,8,data,27,8,6,99,0,8
1125.285564319,4,data,27,4,8,98,0,8
1129.035127545,7,data,27,7,5,98,0,8
1129.264742471,3,data,27,3,1,97,0,8
1130.493470961,1,data,27,1,0,99,0,8
1131.877940882,0,data,27,0,6,96,0,8
1132.017717717,4,data,27,0,6,96,1,8
1132.144748858,2,data,27,2,6,99,0,8
1134.213289177,6,data,27,6,3,98,0,8
1134.600531278,5,data,27,5,8,103,0,8
1134.686673106,8,data,27,8,5,100,0,8
1135.285564319,4,data,27,4,8,99,0,8
1139.035127545,7,data,27,7,3,99,0,8
1139.174904135,6,data,27,7,3,99,1,8
1139.264742471,3,data,27,3,6,98,0,8
1140.493470961,1,data,27,1,3,100,0,8
1141.877940882,0,data,27,0,5,97,0,8
1142.144748858,2,data,27,2,7,100,0,8
1142.414766730,0,beacon,29,0,65535,20,0,8
1142.807546093,1,beacon,29,1,65535,20,0,7
1143.595940747,3,beacon,29,3,65535,20,0,7
1144.213289177,6,data,27,6,0,99,0,8
1144.600531278,5,data,27,5,8,104,0,8
1144.686673106,8,data,27,8,2,101,0,8
1144.826449698,7,data,27,8,2,101,1,8
1144.966226288,6,data,27,8,2,101,2,8
1145.285564319,4,data,27,4,2,100,0,8
1145.425340909,1,data,27,4,2,100,1,8
1148.473097285,2,beacon,29,2,65535,20,0,7
1148.722219627,5,beacon,29,5,65535,20,0,7
1148.970359947,8,beacon,29,8,65535,20,0,8
1149.035127545,7,data,27,7,5,100,0,8
1149.264742471,3,data,27,3,5,99,0,8
1149.754940824,4,beacon,29,4,65535,20,0,7
1150.493470961,1,data,27,1,4,101,0,8
1151.363189829,6,beacon,29,6,65535,20,0,7
1151.877940882,0,data,27,0,2,98,0,8
1152.017717472,1,data,27,0,2,98,1,8
1152.144748858,2,data,27,2,3,101,0,8
1152.813150705,7,beacon,29,7,65535,20,0,7
1154.213289177,6,data,27,6,1,100,0,8
1154.600531278,5,data,27,5,2,105,0,8
1154.686673106,8,data,27,8,7,102,0,8
1155.285564319,4,data,27,4,2,101,0,8
1155.425340909,5,data,27,4,2,101,1,8
1159.035127545,7,data,27,7,4,101,0,8
1159.264742471,3,data,27,3,1,100,0,8
1160.493470961,1,data,27,1,7,102,0,8
1160.633247551,4,data,27,1,7,102,1,8
1161.877940882,0,data,27,0,3,99,0,8
1162.144748858,2,data,27,2,8,102,0,8
1164.213289177,6,data,27,6,5,101,0,8
1164.353065767,3,data,27,6,5,101,1,8
1164.600531278,5,data,27,5,1,106,0,8
1164.686673106,8,data,27,8,6,103,0,8
1165.285564319,4,data,27,4,5,102,0,8
1169.035127545,7,data,27,7,1,102,0,8
1169.264742471,3,data,27,3,8,101,0,8
1169.404519061,4,data,27,3,8,101,1,8
1170.493470961,1,data,27,1,3,103,0,8
1171.877940882,0,data,27,0,1,100,0,8
1172.144748858,2,data,27,2,1,103,0,8
1174.213289177,6,data,27,6,1,102,0,8
1174.600531278,5,data,27,5,7,107,0,8
1174.686673106,8,data,27,8,6,104,0,8
1175.285564319,4,data,27,4,1,103,0,8
1179.035127545,7,data,27,7,4,103,0,8
1179.264742471,3,data,27,3,1,102,0,8
1180.493470961,1,data,27,1,8,104,0,8
1180.633247551,4,data,27,1,8,104,1,8
1181.877940882,0,data,27,0,5,101,0,8
1182.017717472,1,data,27,0,5,101,1,8
1182.144748858,2,data,27,2,7,104,0,8
1184.213289177,6,data,27,6,3,103,0,8
1184.600531278,5,data,27,5,4,108,0,8
1184.686673106,8,data,27,8,6,105,0,8
1185.285564319,4,data,27,4,6,104,0,8
1185.425340909,7,data,27,4,6,104,1,8
1189.035127545,7,data,27,7,0,104,0,8
1189.264742471,3,data,27,3,7,103,0,8
1190.493470961,1,data,27,1,6,105,0,8
1190.633247796,3,data,27,1,6,105,1,8
1191.877940882,0,data,27,0,8,102,0,8
1192.017717472,3,data,27,0,8,102,1,8
1192.144748858,2,data,27,2,5,105,0,8
1194.213289177,6,data,27,6,8,104,0,8
1194.353065767,3,data,27,6,8,104,1,8
1194.492842357,4,data,27,6,8,104,2,8
1194.600531278,5,data,27,5,3,109,0,8
1194.686673106,8,data,27,8,6,106,0,8
1195.285564319,4,data,27,4,8,105,0,8
1199.035127545,7,data,27,7,3,105,0,8
1199.174904135,4,data,27,7,3,105,1,8
1199.264742471,3,data,27,3,7,104,0,8
1200.493470961,1,data,27,1,0,106,0,8
1200.633247796,3,data,27,1,0,106,1,8
1201.877940882,0,data,27,0,5,103,0,8
1202.017717472,1,data,27,0,5,103,1,8
1202.144748858,2,data,27,2,1,106,0,8
1202.414766730,0,beacon,29,0,65535,21,0,7
1202.807546093,1,beacon,29,1,65535,21,0,7
1203.595940747,3,beacon,29,3,65535,21,0,7
1204.213289177,6,data,27,6,0,105,0,8
1204.600531278,5,data,27,5,1,110,0,8
1204.686673106,8,data,27,8,1,107,0,8
1205.285564319,4,data,27,4,7,106,0,8
1208.473097285,2,beacon,29,2,65535,21,0,7
1208.722219627,5,beacon,29,5,65535,21,0,8
1208.970359947,8,beacon,29,8,65535,21,0,7
1209.035127545,7,data,27,7,4,106,0,8
1209.264742471,3,data,27,3,1,105,0,8
1209.754940824,4,beacon,29,4,65535,21,0,8
1210.493470961,1,data,27,1,2,107,0,8
1211.363189829,6,beacon,29,6,65535,21,0,7
1211.877940882,0,data,27,0,3,104,0,8
1212.144748858,2,data,27,2,7,107,0,8
1212.813150705,7,beacon,29,7,65535,21,0,7
1214.213289177,6,data,27,6,5,106,0,8
1214.353065767,3,data,27,6,5,106,1,8
1214.600531278,5,data,27,5,8,111,0,8
1214.686673106,8,data,27,8,6,108,0,8
1215.285564319,4,data,27,4,6,107,0,8
1215.425340909,3,data,27,4,6,107,1,8
1219.035127545,7,data,27,7,3,107,0,8
1219.264742471,3,data,27,3,4,106,0,8
1220.493470961,1,data,27,1,3,108,0,8
1221.877940882,0,data,27,0,3,105,0,8
1222.144748858,2,data,27,2,3,108,0,8
1224.213289177,6,data,27,6,1,107,0,8
1224.600531278,5,data,27,5,7,112,0,8
1224.686673106,8,data,27,8,5,109,0,8
1225.285564319,4,data,27,4,6,108,0,8
1225.425340909,3,data,27,4,6,108,1,8
1229.035127545,7,data,27,7,4,108,0,8
1229.264742471,3,data,27,3,0,107,0,8
1230.493470961,1,data,27,1,5,109,0,8
1231.877940882,0,data,27,0,7,106,0,8
1232.017717472,3,data,27,0,7,106,1,8
1232.144748858,2,data,27,2,7,109,0,8
1234.213289177,6,data,27,6,2,108,0,8
1234.600531278,5,data,27,5,8,113,0,8
1234.686673106,8,data,27,8,7,110,0,8
1235.285564319,4,data,27,4,5,109,0,8
1235.425341155,8,data,27,4,5,109,1,8
1239.035127545,7,data,27,7,2,109,0,8
1239.174904135,6,data,27,7,2,109,1,8
1239.264742471,3,data,27,3,0,108,0,8
1240.493470961,1,data,27,1,7,110,0,8
1240.633247551,2,data,27,1,7,110,1,8
1241.877940882,0,data,27,0,6,107,0,8
1242.017717472,3,data,27,0,6,107,1,8
1242.144748858,2,data,27,2,4,110,0,8
1244.213289177,6,data,27,6,3,109,0,8
1244.600531278,5,data,27,5,3,114,0,8
1244.686673106,8,data,27,8,7,111,0,8
1245.285564319,4,data,27,4,5,110,0,8
1245.425341155,8,data,27,4,5,110,1,8
1249.035127545,7,data,27,7,5,110,0,8
1249.264742471,3,data,27,3,7,109,0,8
1250.493470961,1,data,27,1,4,111,0,8
1251.877940882,0,data,27,0,4,108,0,8
1252.144748858,2,data,27,2,4,111,0,8
1254.213289177,6,data,27,6,3,110,0,8
1254.600531278,5,data,27,5,1,115,0,8
1254.686673106,8,data,27,8,3,112,0,8
1255.285564319,4,data,27,4,7,111,0,8
1259.035127545,7,data,27,7,3,111,0,8
1259.264742471,3,data,27,3,4,110,0,8
1260.493470961,1,data,27,1,4,112,0,8
1261.877940882,0,data,27,0,7,109,0,8
1262.017717472,3,data,27,0,7,109,1,8
1262.144748858,2,data,27,2,0,112,0,8
1262.414766730,0,beacon,29,0,65535,22,0,8
1262.807546093,1,beacon,29,1,65535,22,0,7
1263.595940747,3,beacon,29,3,65535,22,0,8
1264.213289177,6,data,27,6,8,111,0,8
1264.353065767,7,data,27,6,8,111,1,8
1264.492842602,5,data,27,6,8,111,2,8
1264.653098602,5,data,27,5,0,116,0,8
1264.686673106,8,data,27,8,5,113,0,8
1265.285564319,4,data,27,4,0,112,0,8
1268.473097285,2,beacon,29,2,65535,22,0,8
1268.722219627,5,beacon,29,5,65535,22,0,8
1268.970359947,8,beacon,29,8,65535,22,0,7
1269.035127545,7,data,27,7,5,112,0,8
1269.264742471,3,data,27,3,7,111,0,8
1269.754940824,4,beacon,29,4,65535,22,0,8
1270.493470961,1,data,27,1,2,113,0,8
1271.363189829,6,beacon,29,6,65535,22,0,7
1271.877940882,0,data,27,0,6,110,0,8
1272.017717717,4,data,27,0,6,110,1,8
1272.144748858,2,data,27,2,8,113,0,8
1272.813150705,7,beacon,29,7,65535,22,0,8
1274.213289177,6,data,27,6,8,112,0,8
1274.353065767,7,data,27,6,8,112,1,8
1274.492842357,4,data,27,6,8,112,2,8
1274.600531278,5,data,27,5,2,117,0,8
1274.686673106,8,data,27,8,1,114,0,8
1275.285564319,4,data,27,4,0,113,0,8
1279.035127545,7,data,27,7,8,113,0,8
1279.174904135,4,data,27,7,8,113,1,8
1279.264742471,3,data,27,3,5,112,0,8
1280.493470961,1,data,27,1,5,114,0,8
1281.877940882,0,data,27,0,6,111,0,8
1282.144748858,2,data,27,2,3,114,0,8
1284.213289177,6,data,27,6,0,113,0,8
1284.353065767,3,data,27,6,0,113,1,8
1284.600531278,5,data,27,5,0,118,0,8
1284.686673106,8,data,27,8,5,115,0,8
1285.285564319,4,data,27,4,2,114,0,8
1289.035127545,7,data,27,7,1,114,0,8
1289.264742471,3,data,27,3,7,113,0,8
1290.493470961,1,data,27,1,4,115,0,8
1291.877940882,0,data,27,0,4,112,0,8
1292.144748858,2,data,27,2,1,115,0,8
1294.213289177,6,data,27,6,4,114,0,8
1294.353065767,3,data,27,6,4,114,1,8
1294.600531278,5,data,27,5,4,119,0,8
1294.686673106,8,data,27,8,3,116,0,8
1295.285564319,4,data,27,4,1,115,0,8
1299.035127545,7,data,27,7,8,115,0,8
1299.174904135,4,data,27,7,8,115,1,8
1299.264742471,3,data,27,3,1,114,0,8
1300.493470961,1,data,27,1,8,116,0,8
1301.877940882,0,data,27,0,8,113,0,8
1302.017717472,1,data,27,0,8,113,1,8
1302.144748858,2,data,27,2,4,116,0,8
1304.213289177,6,data,27,6,1,115,0,8
1304.600531278,5,data,27,5,3,120,0,8
1304.686673106,8,data,27,8,4,117,0,8
1305.285564319,4,data,27,4,8,116,0,8
1309.035127545,7,data,27,7,8,116,0,8
1309.174904135,4,data,27,7,8,116,1,8
1309.264742471,3,data,27,3,8,115,0,8
1310.493470961,1,data,27,1,7,117,0,8
1310.633247551,4,data,27,1,7,117,1,8
1311.877940882,0,data,27,0,8,114,0,8
1312.144748858,2,data,27,2,8,117,0,8
1314.213289177,6,data,27,6,7,116,0,8
1314.600531278,5,data,27,5,6,121,0,8
1314.686673106,8,data,27,8,0,118,0,8
1315.285564319,4,data,27,4,0,117,0,8
1319.035127545,7,data,27,7,2,117,0,8
1319.174904135,6,data,27,7,2,117,1,8
1319.264742471,3,data,27,3,4,116,0,8
1320.493470961,1,data,27,1,4,118,0,8
1321.877940882,0,data,27,0,4,115,0,8
1322.144748858,2,data,27,2,0,118,0,8
1322.284525448,5,data,27,2,0,118,1,8
1322.414766730,0,beacon,29,0,65535,23,0,7
1322.807546093,1,beacon,29,1,65535,23,0,8
1323.595940747,3,beacon,29,3,65535,23,0,7
1324.213289177,6,data,27,6,4,117,0,8
1324.353065767,3,data,27,6,4,117,1,8
1324.600531278,5,data,27,5,0,122,0,8
1324.686673106,8,data,27,8,2,119,0,8
1325.285564319,4,data,27,4,0,118,0,8
1328.473097285,2,beacon,29,2,65535,23,0,8
1328.722219627,5,beacon,29,5,65535,23,0,7
1328.970359947,8,beacon,29,8,65535,23,0,7
1329.035127545,7,data,27,7,3,118,0,8
1329.264742471,3,data,27,3,5,117,0,8
1329.754940824,4,beacon,29,4,65535,23,0,7
1330.493470961,1,data,27,1,3,119,0,8
1331.363189829,6,beacon,29,6,65535,23,0,7
1331.877940882,0,data,27,0,2,116,0,8
1332.017717472,1,data,27,0,2,116,1,8
1332.144748858,2,data,27,2,0,119,0,8
1332.813150705,7,beacon,29,7,65535,23,0,7
1334.213289177,6,data,27,6,0,118,0,8
1334.353065767,3,data,27,6,0,118,1,8
1334.600531278,5,data,27,5,3,123,0,8
1334.686673106,8,data,27,8,3,120,0,8
1335.285564319,4,data,27,4,3,119,0,8
1339.035127545,7,data,27,7,0,119,0,8
1339.174904380,3,data,27,7,0,119,1,8
1339.335160380,3,data,27,3,4,118,0,8
1340.493470961,1,data,27,1,3,120,0,8
1341.877940882,0,data,27,0,4,117,0,8
1342.144748858,2,data,27,2,8,120,0,8
1344.213289177,6,data,27,6,3,119,0,8
1344.600531278,5,data,27,5,8,124,0,8
1344.686673106,8,data,27,8,4,121,0,8
1345.285564319,4,data,27,4,3,120,0,8
1349.035127545,7,data,27,7,8,120,0,8
1349.264742471,3,data,27,3,1,119,0,8
1350.493470961,1,data,27,1,7,121,0,8
1350.633247551,2,data,27,1,7,121,1,8
1351.877940882,0,data,27,0,1,118,0,8
1352.144748858,2,data,27,2,1,121,0,8
1354.213289177,6,data,27,6,5,120,0,8
1354.353065767,3,data,27,6,5,120,1,8
1354.600531278,5,data,27,5,6,125,0,8
1354.686673106,8,data,27,8,2,122,0,8
1355.285564319,4,data,27,4,8,121,0,8
1355.425340909,1,data,27,4,8,121,1,8
1359.035127545,7,data,27,7,3,121,0,8
1359.264742471,3,data,27,3,4,120,0,8
1360.493470961,1,data,27,1,0,122,0,8
1361.877940882,0,data,27,0,6,119,0,8
1362.017717472,3,data,27,0,6,119,1,8
1362.144748858,2,data,27,2,5,122,0,8
1364.213289177,6,data,27,6,5,121,0,8
1364.600531278,5,data,27,5,8,126,0,8
1364.686673106,8,data,27,8,6,123,0,8
1365.285564319,4,data,27,4,0,122,0,8
1369.035127545,7,data,27,7,8,122,0,8
1369.174904865,2,data,27,7,8,122,1,8
1369.264742471,3,data,27,3,2,121,0,8
1369.404519061,6,data,27,3,2,121,1,8
1370.493470961,1,data,27,1,0,123,0,8
1371.877940882,0,data,27,0,5,120,0,8
1372.017717717,4,data,27,0,5,120,1,8
1372.144748858,2,data,27,2,7,123,0,8
1374.213289177,6,data,27,6,0,122,0,8
1374.353065767,3,data,27,6,0,122,1,8
1374.600531278,5,data,27,5,1,127,0,8
1374.686673106,8,data,27,8,6,124,0,8
1374.740307868,4,data,27,5,1,127,1,8
1375.285564319,4,data,27,4,5,123,0,8
1379.035127545,7,data,27,7,5,123,0,8
1379.174904135,4,data,27,7,5,123,1,8
1379.264742471,3,data,27,3,8,122,0,8
1380.493470961,1,data,27,1,5,124,0,8
1381.877940882,0,data,27,0,1,121,0,8
1382.144748858,2,data,27,2,8,124,0,8
1382.414766730,0,beacon,29,0,65535,24,0,7
1382.807546093,1,beacon,29,1,65535,24,0,7
1383.595940747,3,beacon,29,3,65535,24,0,8
1384.213289177,6,data,27,6,7,123,0,8
1384.600531278,5,data,27,5,2,128,0,8
1384.686673106,8,data,27,8,7,125,0,8
1385.285564319,4,data,27,4,5,124,0,8
1388.473097285,2,beacon,29,2,65535,24,0,7
1388.722219627,5,beacon,29,5,65535,24,0,7
1388.970359947,8,beacon,29,8,65535,24,0,7
1389.035127545,7,data,27,7,6,124,0,8
1389.264742471,3,data,27,3,7,123,0,8
1389.754940824,4,beacon,29,4,65535,24,0,8
1390.493470961,1,data,27,1,4,125,0,8
1391.363189829,6,beacon,29,6,65535,24,0,8
1391.877940882,0,data,27,0,8,122,0,8
1392.144748858,2,data,27,2,3,125,0,8
1392.813150705,7,beacon,29,7,65535,24,0,7
1394.213289177,6,data,27,6,4,124,0,8
1394.353065767,3,data,27,6,4,124,1,8
1394.600531278,5,data,27,5,7,129,0,8
1394.686673106,8,data,27,8,7,126,0,8
1395.285564319,4,data,27,4,1,125,0,8
1399.035127545,7,data,27,7,2,125,0,8
1399.264742471,3,data,27,3,5,124,0,8
1400.493470961,1,data,27,1,3,126,0,8
1401.877940882,0,data,27,0,5,123,0,8
1402.144748858,2,data,27,2,3,126,0,8
1402.284525693,4,data,27,2,3,126,1,8
1404.213289177,6,data,27,6,1,125,0,8
1404.600531278,5,data,27,5,4,130,0,8
1404.686673106,8,data,27,8,6,127,0,8
1405.285564319,4,data,27,4,7,126,0,8
1409.035127545,7,data,27,7,3,126,0,8
1409.174904135,6,data,27,7,3,126,1,8
1409.264742471,3,data,27,3,2,125,0,8
1410.493470961,1,data,27,1,0,127,0,8
1411.877940882,0,data,27,0,3,124,0,8
1412.144748858,2,data,27,2,8,127,0,8
1414.213289177,6,data,27,6,8,126,0,8
1414.600531278,5,data,27,5,6,131,0,8
1414.686673106,8,data,27,8,1,128,0,8
1415.285564319,4,data,27,4,7,127,0,8
1419.035127545,7,data,27,7,8,127,0,8
1419.174904865,2,data,27,7,8,127,1,8
1419.264742471,3,data,27,3,8,126,0,8
1420.493470961,1,data,27,1,3,128,0,8
1421.877940882,0,data,27,0,8,125,0,8
1422.017718202,5,data,27,0,8,125,1,8
1422.144748858,2,data,27,2,4,128,0,8
1424.213289177,6,data,27,6,2,127,0,8
1424.600531278,5,data,27,5,8,132,0,8
1424.686673106,8,data,27,8,3,129,0,8
1425.285564319,4,data,27,4,6,128,0,8
1429.035127545,7,data,27,7,6,128,0,8
1429.264742471,3,data,27,3,0,127,0,8
1430.493470961,1,data,27,1,0,129,0,8
1431.877940882,0,data,27,0,1,126,0,8
1432.144748858,2,data,27,2,7,129,0,8
1434.213289177,6,data,27,6,7,128,0,8
1434.600531278,5,data,27,5,0,133,0,8
1434.686673106,8,data,27,8,7,130,0,8
1435.285564319,4,data,27,4,7,129,0,8
1439.035127545,7,data,27,7,6,129,0,8
1439.264742471,3,data,27,3,7,128,0,8
1440.493470961,1,data,27,1,2,130,0,8
1441.877940882,0,data,27,0,6,127,0,8
1442.017717472,3,data,27,0,6,127,1,8
1442.144748858,2,data,27,2,3,130,0,8
1442.414766730,0,beacon,29,0,65535,25,0,7
1442.807546093,1,beacon,29,1,65535,25,0,8
1443.595940747,3,beacon,29,3,65535,25,0,7
1444.213289177,6,data,27,6,7,129,0,8
1444.600531278,5,data,27,5,1,134,0,8
1444.686673106,8,data,27,8,0,131,0,8
1445.285564319,4,data,27,4,3,130,0,8
1448.473097285,2,beacon,29,2,65535,25,0,7
1448.722219627,5,beacon,29,5,65535,25,0,8
1448.970359947,8,beacon,29,8,65535,25,0,7
1449.035127545,7,data,27,7,2,130,0,8
1449.264742471,3,data,27,3,7,129,0,8
1449.754940824,4,beacon,29,4,65535,25,0,7
1450.493470961,1,data,27,1,7,131,0,8
1450.633248282,8,data,27,1,7,131,1,8
1451.363189829,6,beacon,29,6,65535,25,0,8
