timestamp(s),nodeId,destination,nextHop,hops,score,seq,action
1009.264742471,3,6,6,1,1,16,USED
1010.493470961,1,5,4,2,2,16,USED
1011.877940882,0,1,1,1,1,16,USED
1012.144748858,2,3,8,2,2,15,USED
1014.213289177,6,1,7,2,2,16,USED
1014.600531278,5,3,6,2,2,16,USED
1014.686673106,8,3,3,1,1,13,USED
1015.285564319,4,1,7,2,2,16,USED
1019.035127545,7,8,4,2,2,16,USED
1019.264742471,3,7,7,1,2,16,USED
1020.493470961,1,2,2,1,1,16,USED
1021.877940882,0,4,4,1,1,14,USED
1022.144748858,2,6,8,2,2,15,USED
1024.213289177,6,3,3,1,1,17,USED
1024.600531278,5,6,6,1,1,16,USED
1024.686673106,8,4,4,1,1,16,USED
1025.285564319,4,1,1,1,1,17,USED
1029.035127545,7,4,4,1,1,16,USED
1029.264742471,3,0,0,1,1,17,USED
1030.493470961,1,4,4,1,1,17,USED
1031.877940882,0,3,3,1,1,17,USED
1032.144748858,2,0,5,2,2,17,USED
1034.213289177,6,1,7,2,2,17,USED
1034.600531278,5,4,4,1,1,17,USED
1034.686673106,8,6,6,1,1,9,USED
1035.285564319,4,2,2,1,1,16,USED
1039.035127545,7,6,6,1,1,17,USED
1039.264742471,3,8,8,1,1,9,USED
1040.493470961,1,4,4,1,1,17,USED
1041.877940882,0,2,2,1,1,14,USED
1042.144748858,2,8,8,1,1,17,USED
1044.213289177,6,1,7,2,2,17,USED
1044.600531278,5,6,6,1,1,16,USED
1044.686673106,8,3,3,1,1,13,USED
1045.285564319,4,5,5,1,1,16,USED
1049.035127545,7,1,1,1,1,17,USED
1049.264742471,3,7,7,1,1,17,USED
1050.493470961,1,8,4,2,2,17,USED
1051.877940882,0,3,3,1,1,17,USED
1052.144748858,2,6,8,2,2,17,USED
1054.213289177,6,7,7,1,1,17,USED
1054.600531278,5,2,2,1,1,17,USED
1054.686673106,8,2,5,2,2,17,USED
1055.285564319,4,6,6,1,1,15,USED
1059.035127545,7,1,1,1,1,17,USED
1059.264742471,3,0,0,1,1,17,USED
1060.493470961,1,2,2,1,1,17,USED
1061.877940882,0,1,4,2,2,17,USED
1062.144748858,2,5,5,1,1,17,USED
1064.213289177,6,0,0,1,1,12,USED
1064.600531278,5,8,8,1,1,17,USED
1064.686673106,8,2,5,2,2,17,USED
1065.285564319,4,1,1,1,1,17,USED
