timestamp(s),src,dst,seq,hops,delay_gen_to_rx(s),delay_first_tx_to_rx(s),bytes,sf,delivered
1020.633247551,1,2,88,0,0.139776590,0.139776590,20,12,1
1022.017717717,0,4,85,0,0.139776835,0.139776835,20,12,1
1022.284526528,2,6,88,0,0.139777670,0.139777670,20,12,1
1024.353065767,6,3,87,0,0.139776590,0.139776590,20,12,1
1025.425340909,4,1,88,0,0.139776590,0.139776590,20,12,1
1029.404519061,3,0,87,0,0.139776590,0.139776590,20,12,1
1030.633247551,1,4,89,0,0.139776590,0.139776590,20,12,1
1032.017717472,0,3,86,0,0.139776590,0.139776590,20,12,1
1032.284526039,2,0,89,0,0.139777181,0.139777181,20,12,1
1034.740307868,5,4,93,0,0.139776590,0.139776590,20,12,1
1039.174904135,7,6,89,0,0.139776590,0.139776590,20,12,1
1040.633247551,1,4,90,0,0.139776590,0.139776590,20,12,1
1042.284526039,2,8,90,0,0.139777181,0.139777181,20,12,1
1044.353066497,6,1,89,0,0.139777320,0.139777320,20,12,1
1045.425340909,4,5,90,0,0.139776590,0.139776590,20,12,1
1049.174904726,7,1,90,0,0.139777181,0.139777181,20,12,1
1049.404519306,3,7,89,0,0.139776835,0.139776835,20,12,1
1050.773024387,1,8,91,1,0.279553426,0.279553426,20,12,1
1052.017717472,0,3,88,0,0.139776590,0.139776590,20,12,1
1054.353065767,6,7,90,0,0.139776590,0.139776590,20,12,1
1055.425341154,4,6,91,0,0.139776835,0.139776835,20,12,1
1059.404519061,3,0,90,0,0.139776590,0.139776590,20,12,1
1060.633247551,1,2,92,0,0.139776590,0.139776590,20,12,1
1062.017717472,0,1,89,0,0.139776590,0.139776590,20,12,1
1064.353066358,6,0,91,0,0.139777181,0.139777181,20,12,1
1069.174904135,7,6,92,0,0.139776590,0.139776590,20,12,1
1070.633247551,1,4,93,0,0.139776590,0.139776590,20,12,1
1072.017718202,0,7,90,0,0.139777320,0.139777320,20,12,1
1072.284525448,2,1,93,0,0.139776590,0.139776590,20,12,1
1074.353066847,6,2,92,0,0.139777670,0.139777670,20,12,1
1075.425341154,4,6,93,0,0.139776835,0.139776835,20,12,1
1079.174904135,7,6,93,0,0.139776590,0.139776590,20,12,1
1080.633247551,1,4,94,0,0.139776590,0.139776590,20,12,1
1082.017717717,0,4,91,0,0.139776835,0.139776835,20,12,1
1082.284525448,2,5,94,0,0.139776590,0.139776590,20,12,1
1084.353065767,6,7,93,0,0.139776590,0.139776590,20,12,1
1085.425340909,4,3,94,0,0.139776590,0.139776590,20,12,1
1089.404519306,3,1,93,0,0.139776835,0.139776835,20,12,1
1090.633247551,1,2,95,0,0.139776590,0.139776590,20,12,1
1092.424302283,2,3,95,1,0.279553425,0.279553425,20,12,1
1094.492842948,6,1,94,1,0.279553771,0.279553771,20,12,1
1094.740307868,5,4,99,0,0.139776590,0.139776590,20,12,1
1095.425340909,4,3,95,0,0.139776590,0.139776590,20,12,1
1100.633247551,1,4,96,0,0.139776590,0.139776590,20,12,1
1102.017718202,0,7,93,0,0.139777320,0.139777320,20,12,1
1104.353065767,6,7,95,0,0.139776590,0.139776590,20,12,1
1104.740308598,5,0,100,0,0.139777320,0.139777320,20,12,1
1105.425340909,4,3,96,0,0.139776590,0.139776590,20,12,1
1110.773025116,1,6,97,1,0.279554155,0.279554155,20,12,1
1112.157494552,0,6,94,1,0.279553670,0.279553670,20,12,1
1119.174904135,7,6,97,0,0.139776590,0.139776590,20,12,1
1119.404519061,3,4,96,0,0.139776590,0.139776590,20,12,1
1120.633247551,1,0,98,0,0.139776590,0.139776590,20,12,1
1122.284525448,2,1,98,0,0.139776590,0.139776590,20,12,1
1124.492842359,6,8,97,1,0.279553182,0.279553182,20,12,1
1125.425341155,4,8,98,0,0.139776836,0.139776836,20,12,1
1129.174904380,7,5,98,0,0.139776835,0.139776835,20,12,1
1129.404519306,3,1,97,0,0.139776835,0.139776835,20,12,1
1130.633247551,1,0,99,0,0.139776590,0.139776590,20,12,1
1132.157494552,0,6,96,1,0.279553670,0.279553670,20,12,1
1134.353065767,6,3,98,0,0.139776590,0.139776590,20,12,1
1135.425341155,4,8,99,0,0.139776836,0.139776836,20,12,1
1139.174904380,7,3,99,0,0.139776835,0.139776835,20,12,1
1140.633247796,1,3,100,0,0.139776835,0.139776835,20,12,1
1142.284526178,2,7,100,0,0.139777320,0.139777320,20,12,1
1144.966227018,8,2,101,1,0.279553912,0.279553912,20,12,1
1145.565117499,4,2,100,1,0.279553180,0.279553180,20,12,1
1150.633247551,1,4,101,0,0.139776590,0.139776590,20,12,1
1155.425341154,4,2,101,0,0.139776835,0.139776835,20,12,1
1159.174904135,7,4,101,0,0.139776590,0.139776590,20,12,1
1159.404519306,3,1,100,0,0.139776835,0.139776835,20,12,1
1160.773024141,1,7,102,1,0.279553180,0.279553180,20,12,1
1162.017717472,0,3,99,0,0.139776590,0.139776590,20,12,1
1162.284526039,2,8,102,0,0.139777181,0.139777181,20,12,1
1164.740308113,5,1,106,0,0.139776835,0.139776835,20,12,1
1165.425340909,4,5,102,0,0.139776590,0.139776590,20,12,1
1169.544295897,3,8,101,1,0.279553426,0.279553426,20,12,1
1172.017717472,0,1,100,0,0.139776590,0.139776590,20,12,1
1172.284525448,2,1,103,0,0.139776590,0.139776590,20,12,1
1175.425340909,4,1,103,0,0.139776590,0.139776590,20,12,1
1179.174904135,7,4,103,0,0.139776590,0.139776590,20,12,1
1180.773024387,1,8,104,1,0.279553426,0.279553426,20,12,1
1182.284526178,2,7,104,0,0.139777320,0.139777320,20,12,1
1184.353065767,6,3,103,0,0.139776590,0.139776590,20,12,1
1185.425341154,4,6,104,0,0.139776835,0.139776835,20,12,1
1189.174904865,7,0,104,0,0.139777320,0.139777320,20,12,1
1189.404519306,3,7,103,0,0.139776835,0.139776835,20,12,1
1190.773024386,1,6,105,1,0.279553425,0.279553425,20,12,1
1195.425341155,4,8,105,0,0.139776836,0.139776836,20,12,1
1199.174904380,7,3,105,0,0.139776835,0.139776835,20,12,1
1200.633247551,1,0,106,0,0.139776590,0.139776590,20,12,1
1205.425340909,4,7,106,0,0.139776590,0.139776590,20,12,1
1209.404519306,3,1,105,0,0.139776835,0.139776835,20,12,1
1210.633247551,1,2,107,0,0.139776590,0.139776590,20,12,1
1212.017717472,0,3,104,0,0.139776590,0.139776590,20,12,1
1214.492842948,6,5,106,1,0.279553771,0.279553771,20,12,1
1215.425341154,4,6,107,0,0.139776835,0.139776835,20,12,1
1219.174904380,7,3,107,0,0.139776835,0.139776835,20,12,1
1219.404519061,3,4,106,0,0.139776590,0.139776590,20,12,1
1222.017717472,0,3,105,0,0.139776590,0.139776590,20,12,1
1222.284526178,2,3,108,0,0.139777320,0.139777320,20,12,1
1224.353066497,6,1,107,0,0.139777320,0.139777320,20,12,1
1225.565117499,4,6,108,1,0.279553180,0.279553180,20,12,1
1229.174904135,7,4,108,0,0.139776590,0.139776590,20,12,1
1229.404519061,3,0,107,0,0.139776590,0.139776590,20,12,1
1232.017718202,0,7,106,0,0.139777320,0.139777320,20,12,1
1235.425340909,4,5,109,0,0.139776590,0.139776590,20,12,1
1240.633248142,1,7,110,0,0.139777181,0.139777181,20,12,1
1244.353065767,6,3,109,0,0.139776590,0.139776590,20,12,1
1244.826449698,8,7,111,0,0.139776592,0.139776592,20,12,1
1245.425340909,4,5,110,0,0.139776590,0.139776590,20,12,1
1249.404519306,3,7,109,0,0.139776835,0.139776835,20,12,1
1252.017717717,0,4,108,0,0.139776835,0.139776835,20,12,1
1252.284525693,2,4,111,0,0.139776835,0.139776835,20,12,1
1254.353065767,6,3,110,0,0.139776590,0.139776590,20,12,1
1254.740308113,5,1,115,0,0.139776835,0.139776835,20,12,1
1255.425340909,4,7,111,0,0.139776590,0.139776590,20,12,1
1259.404519061,3,4,110,0,0.139776590,0.139776590,20,12,1
1260.633247551,1,4,112,0,0.139776590,0.139776590,20,12,1
1264.353066358,6,8,111,0,0.139777181,0.139777181,20,12,1
1269.404519306,3,7,111,0,0.139776835,0.139776835,20,12,1
1270.633247551,1,2,113,0,0.139776590,0.139776590,20,12,1
1274.353066358,6,8,112,0,0.139777181,0.139777181,20,12,1
1275.425341154,4,0,113,0,0.139776835,0.139776835,20,12,1
1279.174904137,7,8,113,0,0.139776592,0.139776592,20,12,1
1282.284526178,2,3,114,0,0.139777320,0.139777320,20,12,1
1284.492842357,6,0,113,1,0.279553180,0.279553180,20,12,1
1284.740308598,5,0,118,0,0.139777320,0.139777320,20,12,1
1285.425341154,4,2,114,0,0.139776835,0.139776835,20,12,1
1289.404519306,3,7,113,0,0.139776835,0.139776835,20,12,1
1290.633247551,1,4,115,0,0.139776590,0.139776590,20,12,1
1292.017717717,0,4,112,0,0.139776835,0.139776835,20,12,1
1292.284525448,2,1,115,0,0.139776590,0.139776590,20,12,1
1294.353066012,6,4,114,0,0.139776835,0.139776835,20,12,1
1294.740307868,5,4,119,0,0.139776590,0.139776590,20,12,1
1295.425340909,4,1,115,0,0.139776590,0.139776590,20,12,1
1299.174904137,7,8,115,0,0.139776592,0.139776592,20,12,1
1305.425341155,4,8,116,0,0.139776836,0.139776836,20,12,1
1309.174904137,7,8,116,0,0.139776592,0.139776592,20,12,1
1310.773024141,1,7,117,1,0.279553180,0.279553180,20,12,1
1320.633247551,1,4,118,0,0.139776590,0.139776590,20,12,1
1324.353066012,6,4,117,0,0.139776835,0.139776835,20,12,1
1325.425341154,4,0,118,0,0.139776835,0.139776835,20,12,1
1329.174904380,7,3,118,0,0.139776835,0.139776835,20,12,1
1334.492842357,6,0,118,1,0.279553180,0.279553180,20,12,1
1339.314680970,7,0,119,1,0.279553425,0.279553425,20,12,1
1340.633247796,1,3,120,0,0.139776835,0.139776835,20,12,1
1342.017717717,0,4,117,0,0.139776835,0.139776835,20,12,1
1342.284526039,2,8,120,0,0.139777181,0.139777181,20,12,1
1344.353065767,6,3,119,0,0.139776590,0.139776590,20,12,1
1345.425340909,4,3,120,0,0.139776590,0.139776590,20,12,1
1349.174904137,7,8,120,0,0.139776592,0.139776592,20,12,1
1349.404519306,3,1,119,0,0.139776835,0.139776835,20,12,1
1350.633248142,1,7,121,0,0.139777181,0.139777181,20,12,1
1352.017717472,0,1,118,0,0.139776590,0.139776590,20,12,1
1354.353066497,6,5,120,0,0.139777320,0.139777320,20,12,1
1355.425341155,4,8,121,0,0.139776836,0.139776836,20,12,1
1359.174904380,7,3,121,0,0.139776835,0.139776835,20,12,1
1359.404519061,3,4,120,0,0.139776590,0.139776590,20,12,1
1360.633247551,1,0,122,0,0.139776590,0.139776590,20,12,1
1362.157494062,0,6,119,1,0.279553180,0.279553180,20,12,1
1364.353066497,6,5,121,0,0.139777320,0.139777320,20,12,1
1365.425341154,4,0,122,0,0.139776835,0.139776835,20,12,1
1369.174904137,7,8,122,0,0.139776592,0.139776592,20,12,1
1370.633247551,1,0,123,0,0.139776590,0.139776590,20,12,1
1372.157494307,0,5,120,1,0.279553425,0.279553425,20,12,1
1374.492842357,6,0,122,1,0.279553180,0.279553180,20,12,1
1375.425340909,4,5,123,0,0.139776590,0.139776590,20,12,1
1379.174904380,7,5,123,0,0.139776835,0.139776835,20,12,1
1380.633247796,1,5,124,0,0.139776835,0.139776835,20,12,1
1382.017717472,0,1,121,0,0.139776590,0.139776590,20,12,1
1382.284526039,2,8,124,0,0.139777181,0.139777181,20,12,1
1384.353065767,6,7,123,0,0.139776590,0.139776590,20,12,1
1384.740307868,5,2,128,0,0.139776590,0.139776590,20,12,1
1385.425340909,4,5,124,0,0.139776590,0.139776590,20,12,1
1389.174904135,7,6,124,0,0.139776590,0.139776590,20,12,1
1389.404519306,3,7,123,0,0.139776835,0.139776835,20,12,1
1390.633247551,1,4,125,0,0.139776590,0.139776590,20,12,1
1392.284526178,2,3,125,0,0.139777320,0.139777320,20,12,1
1394.353066012,6,4,124,0,0.139776835,0.139776835,20,12,1
1394.826449698,8,7,126,0,0.139776592,0.139776592,20,12,1
1395.425340909,4,1,125,0,0.139776590,0.139776590,20,12,1
1399.174904865,7,2,125,0,0.139777320,0.139777320,20,12,1
1400.633247796,1,3,126,0,0.139776835,0.139776835,20,12,1
1402.284526178,2,3,126,0,0.139777320,0.139777320,20,12,1
1405.425340909,4,7,126,0,0.139776590,0.139776590,20,12,1
1409.174904380,7,3,126,0,0.139776835,0.139776835,20,12,1
1410.633247551,1,0,127,0,0.139776590,0.139776590,20,12,1
1412.017717472,0,3,124,0,0.139776590,0.139776590,20,12,1
1414.353066358,6,8,126,0,0.139777181,0.139777181,20,12,1
1415.425340909,4,7,127,0,0.139776590,0.139776590,20,12,1
1419.174904137,7,8,127,0,0.139776592,0.139776592,20,12,1
1420.633247796,1,3,128,0,0.139776835,0.139776835,20,12,1
1425.425341154,4,6,128,0,0.139776835,0.139776835,20,12,1
1429.174904135,7,6,128,0,0.139776590,0.139776590,20,12,1
1429.404519061,3,0,127,0,0.139776590,0.139776590,20,12,1
1430.633247551,1,0,129,0,0.139776590,0.139776590,20,12,1
1432.017717472,0,1,126,0,0.139776590,0.139776590,20,12,1
1432.284526178,2,7,129,0,0.139777320,0.139777320,20,12,1
1434.353065767,6,7,128,0,0.139776590,0.139776590,20,12,1
1434.826449698,8,7,130,0,0.139776592,0.139776592,20,12,1
1435.425340909,4,7,129,0,0.139776590,0.139776590,20,12,1
1439.174904135,7,6,129,0,0.139776590,0.139776590,20,12,1
1439.404519306,3,7,128,0,0.139776835,0.139776835,20,12,1
1440.633247551,1,2,130,0,0.139776590,0.139776590,20,12,1
1444.353065767,6,7,129,0,0.139776590,0.139776590,20,12,1
1445.425340909,4,3,130,0,0.139776590,0.139776590,20,12,1
1449.404519306,3,7,129,0,0.139776835,0.139776835,20,12,1
1450.633248142,1,7,131,0,0.139777181,0.139777181,20,12,1
1452.017718202,0,5,128,0,0.139777320,0.139777320,20,12,1
1454.353066497,6,5,130,0,0.139777320,0.139777320,20,12,1
1455.425341154,4,0,131,0,0.139776835,0.139776835,20,12,1
1459.174904380,7,5,131,0,0.139776835,0.139776835,20,12,1
1460.633247796,1,5,132,0,0.139776835,0.139776835,20,12,1
1465.425341154,4,0,132,0,0.139776835,0.139776835,20,12,1
1469.544295897,3,8,131,1,0.279553426,0.279553426,20,12,1
1470.633247551,1,4,133,0,0.139776590,0.139776590,20,12,1
1472.017717472,0,1,130,0,0.139776590,0.139776590,20,12,1
1474.353065767,6,3,132,0,0.139776590,0.139776590,20,12,1
1474.740308113,5,7,137,0,0.139776835,0.139776835,20,12,1
1475.425340909,4,5,133,0,0.139776590,0.139776590,20,12,1
1479.174904135,7,6,133,0,0.139776590,0.139776590,20,12,1
1479.404519306,3,7,132,0,0.139776835,0.139776835,20,12,1
1480.633247551,1,0,134,0,0.139776590,0.139776590,20,12,1
1482.017718063,0,2,131,0,0.139777181,0.139777181,20,12,1
1485.425341154,4,6,134,0,0.139776835,0.139776835,20,12,1
1490.633247551,1,4,135,0,0.139776590,0.139776590,20,12,1
1494.353065767,6,7,134,0,0.139776590,0.139776590,20,12,1
1494.740307868,5,4,139,0,0.139776590,0.139776590,20,12,1
1495.425340909,4,1,135,0,0.139776590,0.139776590,20,12,1
1499.174904135,7,4,135,0,0.139776590,0.139776590,20,12,1
1499.404519061,3,0,134,0,0.139776590,0.139776590,20,12,1
1500.773024386,1,6,136,1,0.279553425,0.279553425,20,12,1
1502.157494552,0,6,133,1,0.279553670,0.279553670,20,12,1
1504.492843332,6,5,135,1,0.279554155,0.279554155,20,12,1
1505.425340909,4,5,136,0,0.139776590,0.139776590,20,12,1
1509.404519061,3,6,135,0,0.139776590,0.139776590,20,12,1
1510.633247551,1,0,137,0,0.139776590,0.139776590,20,12,1
1512.017718202,0,7,134,0,0.139777320,0.139777320,20,12,1
1514.353066012,6,4,136,0,0.139776835,0.139776835,20,12,1
1519.174904865,7,0,137,0,0.139777320,0.139777320,20,12,1
1520.633247796,1,5,138,0,0.139776835,0.139776835,20,12,1
1524.492843087,6,0,137,1,0.279553910,0.279553910,20,12,1
1525.425341155,4,8,138,0,0.139776836,0.139776836,20,12,1
1529.174904137,7,8,138,0,0.139776592,0.139776592,20,12,1
1529.404519061,3,0,137,0,0.139776590,0.139776590,20,12,1
1530.633247551,1,4,139,0,0.139776590,0.139776590,20,12,1
1532.017717717,0,4,136,0,0.139776835,0.139776835,20,12,1
1532.284526039,2,8,139,0,0.139777181,0.139777181,20,12,1
1534.353065767,6,7,138,0,0.139776590,0.139776590,20,12,1
1535.425341154,4,2,139,0,0.139776835,0.139776835,20,12,1
1539.174904135,7,4,139,0,0.139776590,0.139776590,20,12,1
1539.404519306,3,7,138,0,0.139776835,0.139776835,20,12,1
1540.633248142,1,7,140,0,0.139777181,0.139777181,20,12,1
1544.740307868,5,2,144,0,0.139776590,0.139776590,20,12,1
1545.425340909,4,7,140,0,0.139776590,0.139776590,20,12,1
1550.633247796,1,3,141,0,0.139776835,0.139776835,20,12,1
1552.017717472,0,3,138,0,0.139776590,0.139776590,20,12,1
1552.284525448,2,5,141,0,0.139776590,0.139776590,20,12,1
1559.174904380,7,5,141,0,0.139776835,0.139776835,20,12,1
1560.633247551,1,2,142,0,0.139776590,0.139776590,20,12,1
1562.157494552,0,6,139,1,0.279553670,0.279553670,20,12,1
1564.740308459,5,3,146,0,0.139777181,0.139777181,20,12,1
1565.425340909,4,7,142,0,0.139776590,0.139776590,20,12,1
1570.633247796,1,3,143,0,0.139776835,0.139776835,20,12,1
1574.492842602,6,5,142,1,0.279553425,0.279553425,20,12,1
1574.740307868,5,2,147,0,0.139776590,0.139776590,20,12,1
1580.633247551,1,2,144,0,0.139776590,0.139776590,20,12,1
1582.017717717,0,4,141,0,0.139776835,0.139776835,20,12,1
1584.492842602,6,5,143,1,0.279553425,0.279553425,20,12,1
1589.174904380,7,3,144,0,0.139776835,0.139776835,20,12,1
1590.773024386,1,6,145,1,0.279553425,0.279553425,20,12,1
1594.353065767,6,3,144,0,0.139776590,0.139776590,20,12,1
1594.740308598,5,0,149,0,0.139777320,0.139777320,20,12,1
1595.425341155,4,8,145,0,0.139776836,0.139776836,20,12,1
1600.633247796,1,5,146,0,0.139776835,0.139776835,20,12,1
1602.017718063,0,2,143,0,0.139777181,0.139777181,20,12,1
1605.425341154,4,2,146,0,0.139776835,0.139776835,20,12,1
1610.773024386,1,6,147,1,0.279553425,0.279553425,20,12,1
1612.017717472,0,1,144,0,0.139776590,0.139776590,20,12,1
1612.284526039,2,8,147,0,0.139777181,0.139777181,20,12,1
1614.492842848,6,8,146,1,0.279553671,0.279553671,20,12,1
1614.740308113,5,7,151,0,0.139776835,0.139776835,20,12,1
1615.425340909,4,1,147,0,0.139776590,0.139776590,20,12,1
1619.404519061,3,6,146,0,0.139776590,0.139776590,20,12,1
1622.284526178,2,3,148,0,0.139777320,0.139777320,20,12,1
1624.353065767,6,3,147,0,0.139776590,0.139776590,20,12,1
1625.425340909,4,7,148,0,0.139776590,0.139776590,20,12,1
1629.404519061,3,0,147,0,0.139776590,0.139776590,20,12,1
1630.633247796,1,3,149,0,0.139776835,0.139776835,20,12,1
1632.284525448,2,1,149,0,0.139776590,0.139776590,20,12,1
1634.353066847,6,2,148,0,0.139777670,0.139777670,20,12,1
1634.740308598,5,6,153,0,0.139777320,0.139777320,20,12,1
1639.174904380,7,5,149,0,0.139776835,0.139776835,20,12,1
1640.633247551,1,0,150,0,0.139776590,0.139776590,20,12,1
1642.017718202,0,5,147,0,0.139777320,0.139777320,20,12,1
1642.424302529,2,8,150,1,0.279553671,0.279553671,20,12,1
1644.353065767,6,3,149,0,0.139776590,0.139776590,20,12,1
1644.740308459,5,3,154,0,0.139777181,0.139777181,20,12,1
1645.425341155,4,8,150,0,0.139776836,3.140815462,20,12,1
1649.174904135,7,6,150,0,0.139776590,0.139776590,20,12,1
1652.017717472,0,1,148,0,0.139776590,0.139776590,20,12,1
1652.284526039,2,0,151,0,0.139777181,0.139777181,20,12,1
1654.740307868,5,2,155,0,0.139776590,0.139776590,20,12,1
1655.425341154,4,6,151,0,0.139776835,0.139776835,20,12,1
1659.174904135,7,4,151,0,0.139776590,0.139776590,20,12,1
1659.404519652,3,5,150,0,0.139777181,0.139777181,20,12,1
1660.633247796,1,3,152,0,0.139776835,0.139776835,20,12,1
1662.284525448,2,5,152,0,0.139776590,0.139776590,20,12,1
1664.353066012,6,4,151,0,0.139776835,0.139776835,20,12,1
1665.425340909,4,7,152,0,0.139776590,0.139776590,20,12,1
1669.174904380,7,5,152,0,0.139776835,0.139776835,20,12,1
1669.404519061,3,0,151,0,0.139776590,0.139776590,20,12,1
1670.633247551,1,4,153,0,0.139776590,0.139776590,20,12,1
1672.017717472,0,3,150,0,0.139776590,0.139776590,20,12,1
1674.353065767,6,3,152,0,0.139776590,0.139776590,20,12,1
1682.017717472,0,1,151,0,0.139776590,0.139776590,20,12,1
1682.284525448,2,1,154,0,0.139776590,0.139776590,20,12,1
1684.492842848,6,8,153,1,0.279553671,0.279553671,20,12,1
1685.425341155,4,8,154,0,0.139776836,0.139776836,20,12,1
1689.404519306,3,7,153,0,0.139776835,0.139776835,20,12,1
1690.633247551,1,4,155,0,0.139776590,0.139776590,20,12,1
1692.284526178,2,7,155,0,0.139777320,0.139777320,20,12,1
1694.353065767,6,7,154,0,0.139776590,0.139776590,20,12,1
1699.174904865,7,0,155,0,0.139777320,0.139777320,20,12,1
1699.404519061,3,6,154,0,0.139776590,0.139776590,20,12,1
1700.633248282,1,8,156,0,0.139777321,0.139777321,20,12,1
1702.017717717,0,4,153,0,0.139776835,0.139776835,20,12,1
1704.966227018,8,0,157,1,0.279553912,0.279553912,20,12,1
1705.425341155,4,8,156,0,0.139776836,0.139776836,20,12,1
1709.174904380,7,3,156,0,0.139776835,0.139776835,20,12,1
1710.773024386,1,6,157,1,0.279553425,0.279553425,20,12,1
1712.017718063,0,6,154,0,0.139777181,0.139777181,20,12,1
1712.284525448,2,5,157,0,0.139776590,0.139776590,20,12,1
1714.740308459,5,3,161,0,0.139777181,0.139777181,20,12,1
1715.425340909,4,7,157,0,0.139776590,0.139776590,20,12,1
1719.174904380,7,3,157,0,0.139776835,0.139776835,20,12,1
1719.404519306,3,1,156,0,0.139776835,0.139776835,20,12,1
1720.633247796,1,3,158,0,0.139776835,0.139776835,20,12,1
1722.284525693,2,4,158,0,0.139776835,0.139776835,20,12,1
1724.353065767,6,3,157,0,0.139776590,0.139776590,20,12,1
1725.425340909,4,7,158,0,0.139776590,0.139776590,20,12,1
1729.174904137,7,8,158,0,0.139776592,0.139776592,20,12,1
1730.633248282,1,8,159,0,0.139777321,0.139777321,20,12,1
1732.284525448,2,5,159,0,0.139776590,0.139776590,20,12,1
1734.353066358,6,0,158,0,0.139777181,0.139777181,20,12,1
1735.425341154,4,0,159,0,0.139776835,0.139776835,20,12,1
1739.174904137,7,8,159,0,0.139776592,0.139776592,20,12,1
1739.404519061,3,6,158,0,0.139776590,0.139776590,20,12,1
1740.633247796,1,5,160,0,0.139776835,0.139776835,20,12,1
1742.017717717,0,4,157,0,0.139776835,0.139776835,20,12,1
1742.284525448,2,1,160,0,0.139776590,0.139776590,20,12,1
1745.425341155,4,8,160,0,0.139776836,0.139776836,20,12,1
1750.773024141,1,7,161,1,0.279553180,0.279553180,20,12,1
1752.017717472,0,3,158,0,0.139776590,0.139776590,20,12,1
1752.284526178,2,7,161,0,0.139777320,0.139777320,20,12,1
1755.425341155,4,8,161,0,0.139776836,0.139776836,20,12,1
1759.174904137,7,8,161,0,0.139776592,0.139776592,20,12,1
1760.633247551,1,0,162,0,0.139776590,0.139776590,20,12,1
1762.017717472,0,1,159,0,0.139776590,0.139776590,20,12,1
1762.424302283,2,7,162,1,0.279553425,0.279553425,20,12,1
1764.353066358,6,8,161,0,0.139777181,0.139777181,20,12,1
1765.425340909,4,7,162,0,0.139776590,3.140815216,20,12,1
1769.174904380,7,5,162,0,0.139776835,0.139776835,20,12,1
1770.633248142,1,7,163,0,0.139777181,0.139777181,20,12,1
1772.017717717,0,4,160,0,0.139776835,0.139776835,20,12,1
1772.284525448,2,1,163,0,0.139776590,0.139776590,20,12,1
1774.353066012,6,4,162,0,0.139776835,0.139776835,20,12,1
1775.425341155,4,8,163,0,0.139776836,0.139776836,20,12,1
1780.633247551,1,2,164,0,0.139776590,0.139776590,20,12,1
1782.017717717,0,4,161,0,0.139776835,0.139776835,20,12,1
1782.284526039,2,8,164,0,0.139777181,0.139777181,20,12,1
1784.826450427,8,3,165,0,0.139777321,0.139777321,20,12,1
1785.425341154,4,0,164,0,0.139776835,0.139776835,20,12,1
1789.174904380,7,5,164,0,0.139776835,0.139776835,20,12,1
1789.404519061,3,0,163,0,0.139776590,0.139776590,20,12,1
1790.633248282,1,8,165,0,0.139777321,0.139777321,20,12,1
1792.017718063,0,2,162,0,0.139777181,0.139777181,20,12,1
1794.353065767,6,3,164,0,0.139776590,0.139776590,20,12,1
1795.425340909,4,5,165,0,0.139776590,0.139776590,20,12,1
1800.633247551,1,2,166,0,0.139776590,0.139776590,20,12,1
1802.017718202,0,7,163,0,0.139777320,0.139777320,20,12,1
1802.284525448,2,1,166,0,0.139776590,0.139776590,20,12,1
1804.353066497,6,5,165,0,0.139777320,0.139777320,20,12,1
1805.425341154,4,2,166,0,0.139776835,0.139776835,20,12,1
1809.174904380,7,3,166,0,0.139776835,0.139776835,20,12,1
1810.633248281,1,6,167,0,0.139777320,0.139777320,20,12,1
1812.017717472,0,1,164,0,0.139776590,0.139776590,20,12,1
1812.284525448,2,5,167,0,0.139776590,0.139776590,20,12,1
1814.492843087,6,2,166,1,0.279553910,0.279553910,20,12,1
1814.740307868,5,4,171,0,0.139776590,0.139776590,20,12,1
1815.425340909,4,7,167,0,0.139776590,0.139776590,20,12,1
1819.174904865,7,2,167,0,0.139777320,0.139777320,20,12,1
1819.404519061,3,4,166,0,0.139776590,0.139776590,20,12,1
1820.633247551,1,0,168,0,0.139776590,0.139776590,20,12,1
1824.353066847,6,2,167,0,0.139777670,0.139777670,20,12,1
1829.404519791,3,2,167,0,0.139777320,0.139777320,20,12,1
1830.633248281,1,6,169,0,0.139777320,0.139777320,20,12,1
1832.017717717,0,4,166,0,0.139776835,0.139776835,20,12,1
1834.353066012,6,4,168,0,0.139776835,0.139776835,20,12,1
1835.425341154,4,0,169,0,0.139776835,0.139776835,20,12,1
1839.174904135,7,4,169,0,0.139776590,0.139776590,20,12,1
1839.404519061,3,4,168,0,0.139776590,0.139776590,20,12,1
1842.017717472,0,1,167,0,0.139776590,0.139776590,20,12,1
1844.353066012,6,4,169,0,0.139776835,0.139776835,20,12,1
1845.425340909,4,5,170,0,0.139776590,0.139776590,20,12,1
1849.174904135,7,6,170,0,0.139776590,0.139776590,20,12,1
1849.404519791,3,2,169,0,0.139777320,0.139777320,20,12,1
1850.773024871,1,3,171,1,0.279553910,0.279553910,20,12,1
1852.157494793,0,8,168,1,0.279553911,0.279553911,20,12,1
1854.353066358,6,0,170,0,0.139777181,0.139777181,20,12,1
1855.425341154,4,2,171,0,0.139776835,0.139776835,20,12,1
1862.017717472,0,3,169,0,0.139776590,0.139776590,20,12,1
1865.425340909,4,7,172,0,0.139776590,0.139776590,20,12,1
1869.404519061,3,6,171,0,0.139776590,0.139776590,20,12,1
1870.633247796,1,3,173,0,0.139776835,0.139776835,20,12,1
1872.017718202,0,5,170,0,0.139777320,0.139777320,20,12,1
1874.353066358,6,0,172,0,0.139777181,0.139777181,20,12,1
1875.425340909,4,3,173,0,0.139776590,0.139776590,20,12,1
1880.773024386,1,6,174,1,0.279553425,0.279553425,20,12,1
1882.284525448,2,1,174,0,0.139776590,0.139776590,20,12,1
1885.425340909,4,7,174,0,0.139776590,0.139776590,20,12,1
