timestamp(s),nodeId,src,dst,seq,ttl,hops,rssi(dBm),battery(mV),score,sf,energyJ,energyFrac,forwarded
443.343628029,5,8,1,113,63,0,0,0,0,12,3873.859418811,0.996363019,1
443.795330447,3,6,2,141,63,0,0,0,0,12,3874.203028210,0.996451396,1
444.098559366,5,7,5,103,63,0,0,0,0,12,3873.728361650,0.996329311,0
445.098559123,8,7,8,104,63,0,0,0,0,12,3876.354861747,0.997004851,0
445.343628029,5,8,1,115,63,0,0,0,0,12,3873.648922237,0.996308879,1
446.098559121,6,7,6,105,63,0,0,0,0,12,3874.411642803,0.996505052,0
446.343628029,5,8,5,116,63,0,0,0,0,12,3873.504568896,0.996271751,0
446.365923503,6,3,5,139,63,0,0,0,0,12,3874.404160492,0.996503128,1
446.795330447,7,6,5,144,63,0,0,0,0,12,3877.606299327,0.997326723,1
447.899494846,8,5,3,139,63,0,0,0,0,12,3876.133809491,0.996947996,1
448.899494844,2,5,2,140,63,0,0,0,0,12,3878.309232099,0.997507519,0
449.098559121,6,7,6,108,63,0,0,0,0,12,3874.123118413,0.996430843,0
450.098559366,3,7,1,109,63,0,0,0,0,12,3873.678673770,0.996316531,1
450.238336201,1,7,1,109,62,1,0,0,0,12,3875.450384239,0.996772218,0
450.795331177,1,6,1,148,63,0,0,0,0,12,3875.380850424,0.996754334,0
451.098559366,3,7,3,110,63,0,0,0,0,12,3873.534320429,0.996279403,0
451.343628029,5,8,1,121,63,0,0,0,0,12,3873.138198981,0.996177520,1
451.899494846,8,5,3,143,63,0,0,0,0,12,3875.785084161,0.996858304,1
452.343628029,5,8,0,122,63,0,0,0,0,12,3872.999787932,0.996141921,1
452.625836698,5,1,5,145,63,0,0,0,0,12,3872.931836886,0.996124444,0
452.795330447,7,6,7,150,63,0,0,0,0,12,3877.119345240,0.997201478,0
453.098559366,3,7,3,112,63,0,0,0,0,12,3873.384207087,0.996240794,0
453.795330447,3,6,3,151,63,0,0,0,0,12,3873.313868161,0.996222703,0
454.098559366,5,7,5,113,63,0,0,0,0,12,3872.790702954,0.996088144,0
454.600487415,7,4,7,125,63,0,0,0,0,12,3876.982238780,0.997166214,0
455.098559366,5,7,5,114,63,0,0,0,0,12,3872.718617430,0.996069603,0
455.795330447,7,6,7,153,63,0,0,0,0,12,3876.909030959,0.997147385,0
456.098559121,4,7,4,115,63,0,0,0,0,12,3875.727697649,0.996843544,0
457.098559121,4,7,4,116,63,0,0,0,0,12,3875.655612124,0.996825003,0
457.899494844,2,5,2,149,63,0,0,0,0,12,3877.666404671,0.997342182,0
