timestamp(s),nodeId,src,seq,dst,ttl,hops,rssi(dBm),battery(mV),score,sf,energyJ,energyFrac,forwarded,ok
561.759718254,5,5,253,3,63,0,0,4192,48,8,3863.546792719,0.993710595,0,1
561.958782531,7,7,221,8,63,0,0,4194,48,8,3868.809726606,0.995064230,0,1
562.203851437,8,8,232,7,63,0,0,4193,48,8,3866.572369823,0.994488778,0,1
562.226146913,3,3,255,4,63,0,0,4193,48,8,3864.133312987,0.993861449,0,1
562.241123005,0,0,257,6,63,0,0,4194,48,8,3867.061244757,0.994614518,0,1
562.366040199,2,2,207,5,63,0,0,4194,48,8,3869.907764197,0.995346647,0,1
562.460710825,4,4,233,1,63,0,0,4194,48,8,3867.861520887,0.994820350,0,1
562.486059863,1,1,255,4,63,0,0,4194,48,8,3867.381298415,0.994696836,0,1
562.655553857,6,6,260,3,63,0,0,4193,48,8,3864.432573102,0.993938419,0,1
562.759718254,5,5,254,2,63,0,0,4192,48,8,3863.474707195,0.993692054,0,1
562.958782531,7,7,222,0,63,0,0,4194,48,8,3868.737641081,0.995045690,0,1
563.098559121,6,7,222,0,62,1,0,4193,48,8,3864.363695867,0.993920704,1,1
563.203851437,8,8,233,0,63,0,0,4193,48,8,3866.494342006,0.994468709,0,1
563.226146913,3,3,256,4,63,0,0,4193,48,8,3864.061227462,0.993842908,0,1
563.241123005,0,0,258,6,63,0,0,4194,48,8,3866.989159233,0.994595977,0,1
563.343628029,5,8,233,0,62,1,0,4192,48,8,3863.399076057,0.993672602,1,1
563.366040199,2,2,208,1,63,0,0,4194,48,8,3869.835678673,0.995328107,0,1
563.460710825,4,4,234,0,63,0,0,4194,48,8,3867.789435363,0.994801810,0,1
563.486059863,1,1,256,7,63,0,0,4194,48,8,3867.315155183,0.994679824,0,1
563.655553857,6,6,261,3,63,0,0,4193,48,8,3864.300104345,0.993904348,0,1
563.759718254,5,5,255,4,63,0,0,4192,48,8,3863.330353853,0.993654926,0,1
563.958782531,7,7,223,8,63,0,0,4194,48,8,3868.665555557,0.995027149,0,1
564.203851437,8,8,234,7,63,0,0,4193,48,8,3866.416314189,0.994448640,0,1
564.226146913,3,3,257,7,63,0,0,4193,48,8,3863.989141938,0.993824368,0,1
564.241123005,0,0,259,6,63,0,0,4194,48,8,3866.917073708,0.994577437,0,1
564.366040199,2,2,209,1,63,0,0,4194,48,8,3869.763593148,0.995309566,0,1
564.460710825,4,4,235,6,63,0,0,4194,48,8,3867.717349838,0.994783269,0,1
564.486059863,1,1,257,7,63,0,0,4194,48,8,3867.243069658,0.994661283,0,1
564.655553857,6,6,262,3,63,0,0,4193,48,8,3864.222076528,0.993884279,0,1
564.759718254,5,5,256,1,63,0,0,4192,48,8,3863.264210621,0.993637914,0,1
564.958782531,7,7,224,8,63,0,0,4194,48,8,3868.593470032,0.995008609,0,1
565.203851437,8,8,235,3,63,0,0,4193,48,8,3866.344228665,0.994430100,0,1
565.226146913,3,3,258,5,63,0,0,4193,48,8,3863.905171828,0.993802771,0,1
565.241123005,0,0,260,6,63,0,0,4193,48,8,3866.850930476,0.994560425,0,1
565.365923748,7,3,258,5,62,1,0,4194,48,8,3868.524799374,0.994990946,1,1
565.366040199,2,2,210,5,63,0,0,4194,48,8,3869.691507624,0.995291026,0,1
565.460710825,4,4,236,5,63,0,0,4194,48,8,3867.645264314,0.994764728,0,1
565.486059863,1,1,258,0,63,0,0,4194,48,8,3867.170984134,0.994642743,0,1
565.655553857,6,6,263,4,63,0,0,4193,48,8,3864.144048711,0.993864210,0,1
565.759718254,5,5,257,0,63,0,0,4192,48,8,3863.192125097,0.993619374,0,1
565.958782531,7,7,225,5,63,0,0,4194,48,8,3868.461001276,0.994974537,0,1
566.203851437,8,8,236,1,63,0,0,4193,48,8,3866.266200848,0.994410031,0,1
566.226146913,3,3,259,2,63,0,0,4193,48,8,3863.827144011,0.993782702,0,1
566.241123005,0,0,261,7,63,0,0,4193,48,8,3866.784787244,0.994543412,0,1
566.366040199,2,2,211,1,63,0,0,4194,48,8,3869.619422099,0.995272485,0,1
566.460710825,4,4,237,7,63,0,0,4194,48,8,3867.573178789,0.994746188,0,1
566.486059863,1,1,259,2,63,0,0,4194,48,8,3867.098898609,0.994624202,0,1
566.655553857,6,6,264,4,63,0,0,4193,48,8,3864.071963187,0.993845670,0,1
566.759718254,5,5,258,2,63,0,0,4192,48,8,3863.114097280,0.993599305,0,1
566.958782531,7,7,226,4,63,0,0,4194,48,8,3868.388915751,0.994955997,0,1
567.203851437,8,8,237,5,63,0,0,4193,48,8,3866.200057616,0.994393019,0,1
567.226146913,3,3,260,2,63,0,0,4193,48,8,3863.749116194,0.993762633,0,1
567.241123005,0,0,262,7,63,0,0,4193,48,8,3866.718644012,0.994526400,0,1
567.366040199,2,2,212,1,63,0,0,4194,48,8,3869.553278867,0.995255473,0,1
567.460710825,4,4,238,2,63,0,0,4194,48,8,3867.501093265,0.994727647,0,1
567.486059863,1,1,260,6,63,0,0,4194,48,8,3867.026813085,0.994605662,0,1
567.655553857,6,6,265,4,63,0,0,4193,48,8,3863.999877662,0.993827129,0,1
567.759718254,5,5,259,1,63,0,0,4192,48,8,3863.042011755,0.993580764,0,1
567.958782531,7,7,227,6,63,0,0,4194,48,8,3868.316830227,0.994937456,0,1
568.203851437,8,8,238,0,63,0,0,4193,48,8,3866.127972091,0.994374478,0,1
568.226146913,3,3,261,0,63,0,0,4193,48,8,3863.677030670,0.993744092,0,1
568.241123005,0,0,263,2,63,0,0,4193,48,8,3866.646558488,0.994507860,0,1
568.366040199,2,2,213,5,63,0,0,4194,48,8,3869.481193343,0.995236932,0,1
568.460710825,4,4,239,6,63,0,0,4194,48,8,3867.429007740,0.994709107,0,1
568.486059863,1,1,261,5,63,0,0,4194,48,8,3866.948785268,0.994585593,0,1
568.655553857,6,6,266,7,63,0,0,4193,48,8,3863.921849845,0.993807060,0,1
568.759718254,5,5,260,7,63,0,0,4192,48,8,3862.963983938,0.993560695,0,1
568.899494846,8,5,260,7,62,1,0,4193,48,8,3866.057639661,0.994356389,1,1
568.958782531,7,7,228,4,63,0,0,4194,48,8,3868.244744702,0.994918916,0,1
569.203851437,8,8,239,5,63,0,0,4193,48,8,3865.995503335,0.994340407,0,1
569.226146913,3,3,262,0,63,0,0,4192,48,8,3863.610887438,0.993727080,0,1
569.241123005,0,0,264,4,63,0,0,4193,48,8,3866.580415256,0.994490848,0,1
569.366040199,2,2,214,0,63,0,0,4194,48,8,3869.403165526,0.995216864,0,1
569.460710825,4,4,240,8,63,0,0,4194,48,8,3867.356922216,0.994690566,0,1
569.486059863,1,1,262,2,63,0,0,4194,48,8,3866.882642036,0.994568581,0,1
569.655553857,6,6,267,5,63,0,0,4193,48,8,3863.849764321,0.993788520,0,1
569.759718254,5,5,261,3,63,0,0,4192,48,8,3862.891898414,0.993542155,0,1
569.899494846,8,5,261,3,62,1,0,4193,48,8,3865.919228612,0.994320789,1,1
569.958782531,7,7,229,1,63,0,0,4194,48,8,3868.178601470,0.994901904,0,1
570.098559366,3,7,229,1,62,1,0,4192,48,8,3863.539536818,0.993708729,1,1
570.203851437,8,8,240,3,63,0,0,4193,48,8,3865.857092286,0.994304808,0,1
570.241123005,0,0,265,6,63,0,0,4193,48,8,3866.508329731,0.994472307,0,1
570.258815366,3,3,263,1,63,0,0,4192,48,8,3863.478230511,0.993692961,0,1
570.366040199,2,2,215,6,63,0,0,4194,48,8,3869.337022294,0.995199851,0,1
570.460710825,4,4,241,8,63,0,0,4194,48,8,3867.290778984,0.994673554,0,1
570.486059863,1,1,263,8,63,0,0,4193,48,8,3866.810556511,0.994550040,0,1
570.655553857,6,6,268,8,63,0,0,4193,48,8,3863.777678796,0.993769979,0,1
570.759718254,5,5,262,7,63,0,0,4192,48,8,3862.825755182,0.993525143,0,1
570.899494846,8,5,262,7,62,1,0,4193,48,8,3865.780817563,0.994285190,1,1
570.958782531,7,7,230,8,63,0,0,4194,48,8,3868.100573653,0.994881835,0,1
571.203851437,8,8,241,1,63,0,0,4193,48,8,3865.718681237,0.994269208,0,1
571.226146913,3,3,264,2,63,0,0,4192,48,8,3863.400390864,0.993672940,0,1
571.241123005,0,0,266,8,63,0,0,4193,48,8,3866.442186499,0.994455295,0,1
571.366040199,2,2,216,5,63,0,0,4194,48,8,3869.258994477,0.995179783,0,1
571.460710825,4,4,242,7,63,0,0,4194,48,8,3867.224635752,0.994656542,0,1
571.486059863,1,1,264,4,63,0,0,4193,48,8,3866.744413279,0.994533028,0,1
571.655553857,6,6,269,2,63,0,0,4193,48,8,3863.711535564,0.993752967,0,1
571.759718254,5,5,263,7,63,0,0,4192,48,8,3862.759611950,0.993508131,0,1
571.795330447,3,6,269,2,62,1,0,4192,48,8,3863.330786843,0.993655038,1,1
571.958782531,7,7,231,3,63,0,0,4194,48,8,3868.028488129,0.994863294,0,1
572.203851437,8,8,242,7,63,0,0,4193,48,8,3865.646595713,0.994250668,0,1
572.226146913,3,3,265,6,63,0,0,4192,48,8,3863.261979815,0.993637340,0,1
572.241123005,0,0,267,2,63,0,0,4193,48,8,3866.376043267,0.994438283,0,1
572.366040199,2,2,217,5,63,0,0,4194,48,8,3869.180966660,0.995159714,0,1
572.460710825,4,4,243,0,63,0,0,4194,48,8,3867.152550228,0.994638002,0,1
572.486059863,1,1,265,3,63,0,0,4193,48,8,3866.672327755,0.994514488,0,1
572.655553857,6,6,270,2,63,0,0,4192,48,8,3863.621623162,0.993729841,0,1
572.759718254,5,5,264,1,63,0,0,4192,48,8,3862.687526425,0.993489590,0,1
572.958782531,7,7,232,5,63,0,0,4194,48,8,3867.956402604,0.994844754,0,1
573.203851437,8,8,243,4,63,0,0,4193,48,8,3865.574510188,0.994232127,0,1
573.226146913,3,3,266,6,63,0,0,4192,48,8,3863.189894291,0.993618800,0,1
573.241123005,0,0,268,2,63,0,0,4193,48,8,3866.309900035,0.994421271,0,1
573.366040199,2,2,218,1,63,0,0,4194,48,8,3869.108881135,0.995141173,0,1
573.460710825,4,4,244,8,63,0,0,4194,48,8,3867.080464703,0.994619461,0,1
573.486059863,1,1,266,8,63,0,0,4193,48,8,3866.600242231,0.994495947,0,1
573.655553857,6,6,271,1,63,0,0,4192,48,8,3863.543595345,0.993709772,0,1
573.759718254,5,5,265,8,63,0,0,4192,48,8,3862.609498608,0.993469521,0,1
573.958782531,7,7,233,8,63,0,0,4194,48,8,3867.890259372,0.994827742,0,1
574.203851437,8,8,244,2,63,0,0,4193,48,8,3865.502424664,0.994213587,0,1
574.226146913,3,3,267,7,63,0,0,4192,48,8,3863.117808766,0.993600259,0,1
574.241123005,0,0,269,4,63,0,0,4193,48,8,3866.243756803,0.994404258,0,1
574.366040199,2,2,219,5,63,0,0,4194,48,8,3869.042737903,0.995124161,0,1
574.460710825,4,4,245,5,63,0,0,4194,48,8,3867.008379179,0.994600921,0,1
574.486059863,1,1,267,2,63,0,0,4193,48,8,3866.528156706,0.994477407,0,1
574.655553857,6,6,272,7,63,0,0,4192,48,8,3863.471509821,0.993691232,0,1
574.759718254,5,5,266,3,63,0,0,4192,48,8,3862.537413084,0.993450981,0,1
574.958782531,7,7,234,4,63,0,0,4194,48,8,3867.818173848,0.994809201,0,1
575.203851437,8,8,245,1,63,0,0,4193,48,8,3865.430339139,0.994195046,0,1
575.226146913,3,3,268,1,63,0,0,4192,48,8,3863.033838657,0.993578662,0,1
575.241123005,0,0,270,4,63,0,0,4193,48,8,3866.171671279,0.994385718,0,1
575.343628029,7,8,245,1,62,1,0,4194,48,8,3867.749631613,0.994791572,1,1
575.366040199,2,2,220,6,63,0,0,4194,48,8,3868.970652379,0.995105620,0,1
575.460710825,4,4,246,0,63,0,0,4194,48,8,3866.936293654,0.994582380,0,1
575.486059863,1,1,268,5,63,0,0,4193,48,8,3866.450128889,0.994457338,0,1
575.655553857,6,6,273,8,63,0,0,4192,48,8,3863.393482004,0.993671163,0,1
575.759718254,5,5,267,0,63,0,0,4192,48,8,3862.465327559,0.993432440,0,1
575.958782531,7,7,235,1,63,0,0,4194,48,8,3867.679762799,0.994773602,0,1
576.098559366,3,7,235,1,62,1,0,4192,48,8,3862.956545744,0.993558782,1,1
576.203851437,8,8,246,3,63,0,0,4193,48,8,3865.358253615,0.994176506,0,1
576.241123005,0,0,271,3,63,0,0,4193,48,8,3866.099585754,0.994367177,0,1
576.258815366,3,3,269,7,63,0,0,4192,48,8,3862.895239438,0.993543014,0,1
576.366040199,2,2,221,4,63,0,0,4194,48,8,3868.898566854,0.995087080,0,1
576.460710825,4,4,247,5,63,0,0,4193,48,8,3866.858265837,0.994562311,0,1
576.486059863,1,1,269,8,63,0,0,4193,48,8,3866.378043365,0.994438797,0,1
576.655553857,6,6,274,1,63,0,0,4192,48,8,3863.315454187,0.993651094,0,1
576.759718254,5,5,268,0,63,0,0,4192,48,8,3862.393242035,0.993413900,0,1
576.795331038,0,6,274,1,62,1,0,4193,48,8,3866.030067991,0.994349297,1,1
576.958782531,7,7,236,2,63,0,0,4194,48,8,3867.613619567,0.994756589,0,1
577.098559366,5,7,236,2,62,1,0,4192,48,8,3862.324964786,0.993396339,1,1
577.203851437,8,8,247,2,63,0,0,4193,48,8,3865.286168090,0.994157965,0,1
577.226146913,3,3,270,7,63,0,0,4192,48,8,3862.823342084,0.993524522,0,1
577.241123005,0,0,272,4,63,0,0,4193,48,8,3865.967116998,0.994333106,0,1
577.366040199,2,2,222,5,63,0,0,4194,48,8,3868.826481330,0.995068539,0,1
577.460710825,4,4,248,5,63,0,0,4193,48,8,3866.780238020,0.994542242,0,1
577.486059863,1,1,270,3,63,0,0,4193,48,8,3866.311900133,0.994421785,0,1
577.655553857,6,6,275,4,63,0,0,4192,48,8,3863.237426370,0.993631025,0,1
577.759718254,5,5,269,8,63,0,0,4192,48,8,3862.254830986,0.993378300,0,1
577.958782531,7,7,237,5,63,0,0,4194,48,8,3867.547476335,0.994739577,0,1
578.203851437,8,8,248,7,63,0,0,4193,48,8,3865.214082566,0.994139425,0,1
578.226146913,3,3,271,1,63,0,0,4192,48,8,3862.739371974,0.993502925,0,1
578.241123005,0,0,273,4,63,0,0,4193,48,8,3865.895031473,0.994314566,0,1
578.366040199,2,2,223,8,63,0,0,4194,48,8,3868.754395806,0.995049999,0,1
578.460710825,4,4,249,2,63,0,0,4193,48,8,3866.702210203,0.994522173,0,1
578.486059863,1,1,271,5,63,0,0,4193,48,8,3866.233872316,0.994401716,0,1
578.655553857,6,6,276,4,63,0,0,4192,48,8,3863.159398553,0.993610956,0,1
578.759718254,5,5,270,0,63,0,0,4192,48,8,3862.182745462,0.993359760,0,1
578.958782531,7,7,238,4,63,0,0,4194,48,8,3867.469448518,0.994719508,0,1
579.203851437,8,8,249,1,63,0,0,4193,48,8,3865.141997041,0.994120884,0,1
579.226146913,3,3,272,8,63,0,0,4192,48,8,3862.667286450,0.993484384,0,1
579.241123005,0,0,274,2,63,0,0,4193,48,8,3865.828888241,0.994297554,0,1
579.366040199,2,2,224,0,63,0,0,4194,48,8,3868.688252574,0.995032987,0,1
579.460710825,4,4,250,0,63,0,0,4193,48,8,3866.630124679,0.994503633,0,1
579.486059863,1,1,272,0,63,0,0,4193,48,8,3866.167729084,0.994384704,0,1
579.655553857,6,6,277,2,63,0,0,4192,48,8,3863.087313029,0.993592416,0,1
579.759718254,5,5,271,1,63,0,0,4192,48,8,3862.116602230,0.993342747,0,1
579.795330447,3,6,277,2,62,1,0,4192,48,8,3862.597682428,0.993466482,1,1
579.958782531,7,7,239,6,63,0,0,4194,48,8,3867.403305286,0.994702496,0,1
580.203851437,8,8,250,2,63,0,0,4193,48,8,3865.069911517,0.994102343,0,1
580.226146913,3,3,273,2,63,0,0,4192,48,8,3862.528875401,0.993448785,0,1
580.241123005,0,0,275,6,63,0,0,4193,48,8,3865.762745009,0.994280541,0,1
580.343628029,5,8,250,2,62,1,0,4192,48,8,3862.046913385,0.993324823,1,1
580.366040199,2,2,225,5,63,0,0,4194,48,8,3868.610224757,0.995012918,0,1
580.460710825,4,4,251,1,63,0,0,4193,48,8,3866.558039154,0.994485092,0,1
580.486059863,1,1,273,3,63,0,0,4193,48,8,3866.095643559,0.994366163,0,1
580.655553857,6,6,278,4,63,0,0,4192,48,8,3862.997400627,0.993569290,0,1
580.759718254,5,5,272,4,63,0,0,4192,48,8,3861.978191181,0.993307148,0,1
580.958782531,7,7,240,5,63,0,0,4194,48,8,3867.337162054,0.994685484,0,1
581.203851437,8,8,251,1,63,0,0,4193,48,8,3864.991883700,0.994082275,0,1
581.226146913,3,3,274,8,63,0,0,4192,48,8,3862.456789876,0.993430244,0,1
581.241123005,0,0,276,8,63,0,0,4193,48,8,3865.690659485,0.994262001,0,1
581.366040199,2,2,226,1,63,0,0,4194,48,8,3868.538139232,0.994994377,0,1
581.460710825,4,4,252,7,63,0,0,4193,48,8,3866.485953630,0.994466552,0,1
581.486059863,1,1,274,7,63,0,0,4193,48,8,3866.023558035,0.994347623,0,1
581.655553857,6,6,279,5,63,0,0,4192,48,8,3862.925315102,0.993550750,0,1
581.759718254,5,5,273,1,63,0,0,4192,48,8,3861.900163364,0.993287079,0,1
581.958782531,7,7,241,2,63,0,0,4194,48,8,3867.265076529,0.994666944,0,1
582.203851437,8,8,252,6,63,0,0,4193,48,8,3864.913855883,0.994062206,0,1
582.226146913,3,3,275,8,63,0,0,4192,48,8,3862.384704352,0.993411704,0,1
582.241123005,0,0,277,5,63,0,0,4193,48,8,3865.624516253,0.994244989,0,1
582.343628029,7,8,252,6,62,1,0,4194,48,8,3867.196534295,0.994649314,1,1
582.366040199,2,2,227,4,63,0,0,4194,48,8,3868.460111415,0.994974308,0,1
582.460710825,4,4,253,8,63,0,0,4193,48,8,3866.413868105,0.994448011,0,1
582.486059863,1,1,275,5,63,0,0,4193,48,8,3865.951472510,0.994329082,0,1
582.655553857,6,6,280,2,63,0,0,4192,48,8,3862.853229578,0.993532209,0,1
582.759718254,5,5,274,8,63,0,0,4192,48,8,3861.828077839,0.993268539,0,1
582.958782531,7,7,242,1,63,0,0,4194,48,8,3867.126665480,0.994631344,0,1
583.098559366,3,7,242,1,62,1,0,4192,48,8,3862.313353732,0.993393352,1,1
583.203851437,8,8,253,3,63,0,0,4193,48,8,3864.841770358,0.994043665,0,1
583.241123005,0,0,278,8,63,0,0,4193,48,8,3865.558373021,0.994227977,0,1
583.258815366,3,3,276,8,63,0,0,4192,48,8,3862.252047425,0.993377584,0,1
583.366040199,2,2,228,4,63,0,0,4194,48,8,3868.388025891,0.994955768,0,1
583.460710825,4,4,254,6,63,0,0,4193,48,8,3866.341782581,0.994429471,0,1
583.486059863,1,1,276,8,63,0,0,4193,48,8,3865.879386986,0.994310542,0,1
583.655553857,6,6,281,5,63,0,0,4192,48,8,3862.769259468,0.993510612,0,1
583.759718254,5,5,275,6,63,0,0,4192,48,8,3861.755992315,0.993249998,0,1
583.958782531,7,7,243,4,63,0,0,4194,48,8,3867.060522248,0.994614332,0,1
584.203851437,8,8,254,1,63,0,0,4193,48,8,3864.769684834,0.994025125,0,1
584.226146913,3,3,277,5,63,0,0,4192,48,8,3862.180150071,0.993359092,0,1
584.241123005,0,0,279,3,63,0,0,4193,48,8,3865.486287496,0.994209436,0,1
584.366040199,2,2,229,1,63,0,0,4194,48,8,3868.309998074,0.994935699,0,1
584.460710825,4,4,255,8,63,0,0,4193,48,8,3866.269697056,0.994410930,0,1
584.486059863,1,1,277,3,63,0,0,4193,48,8,3865.813243754,0.994293530,0,1
584.655553857,6,6,282,3,63,0,0,4192,48,8,3862.697173944,0.993492071,0,1
584.759718254,5,5,276,1,63,0,0,4192,48,8,3861.683906790,0.993231458,0,1
584.958782531,7,7,244,3,63,0,0,4194,48,8,3866.994379016,0.994597320,0,1
585.203851437,8,8,255,1,63,0,0,4193,48,8,3864.697599309,0.994006584,0,1
585.226146913,3,3,278,1,63,0,0,4192,48,8,3862.108064546,0.993340552,0,1
585.241123005,0,0,280,1,63,0,0,4193,48,8,3865.420144264,0.994192424,0,1
585.366040199,2,2,230,8,63,0,0,4194,48,8,3868.237912549,0.994917159,0,1
585.460710825,4,4,256,2,63,0,0,4193,48,8,3866.203553824,0.994393918,0,1
585.486059863,1,1,278,0,63,0,0,4193,48,8,3865.741158229,0.994274989,0,1
585.655553857,6,6,283,2,63,0,0,4192,48,8,3862.619146127,0.993472003,0,1
585.759718254,5,5,277,4,63,0,0,4192,48,8,3861.611821266,0.993212917,0,1
585.795330447,3,6,283,2,62,1,0,4192,48,8,3862.038460525,0.993322649,1,1
585.958782531,7,7,245,8,63,0,0,4194,48,8,3866.928235784,0.994580308,0,1
586.203851437,8,8,256,3,63,0,0,4193,48,8,3864.625513785,0.993988044,0,1
586.226146913,3,3,279,1,63,0,0,4192,48,8,3861.969653497,0.993304952,0,1
586.241123005,0,0,281,5,63,0,0,4193,48,8,3865.348058740,0.994173883,0,1
586.366040199,2,2,231,4,63,0,0,4194,48,8,3868.165827025,0.994898618,0,1
586.460710825,4,4,257,7,63,0,0,4193,48,8,3866.131468300,0.994375378,0,1
586.486059863,1,1,279,7,63,0,0,4193,48,8,3865.669072705,0.994256449,0,1
586.655553857,6,6,284,0,63,0,0,4192,48,8,3862.529233725,0.993448877,0,1
586.759718254,5,5,278,0,63,0,0,4192,48,8,3861.545678034,0.993195905,0,1
586.958782531,7,7,246,0,63,0,0,4193,48,8,3866.856150260,0.994561767,0,1
587.098559121,6,7,246,0,62,1,0,4192,48,8,3862.460356490,0.993431162,1,1
587.203851437,8,8,257,1,63,0,0,4193,48,8,3864.559370553,0.993971032,0,1
587.226146913,3,3,280,5,63,0,0,4192,48,8,3861.897567973,0.993286412,0,1
587.241123005,0,0,282,4,63,0,0,4193,48,8,3865.275973215,0.994155343,0,1
587.366040199,2,2,232,8,63,0,0,4194,48,8,3868.093741500,0.994880078,0,1
587.460710825,4,4,258,7,63,0,0,4193,48,8,3866.053440483,0.994355309,0,1
587.486059863,1,1,280,8,63,0,0,4193,48,8,3865.596987180,0.994237908,0,1
587.655553857,6,6,285,0,63,0,0,4192,48,8,3862.396764968,0.993414806,0,1
587.759718254,5,5,279,4,63,0,0,4192,48,8,3861.473592509,0.993177364,0,1
587.958782531,7,7,247,3,63,0,0,4193,48,8,3866.790007028,0.994544755,0,1
588.203851437,8,8,258,5,63,0,0,4193,48,8,3864.487285028,0.993952491,0,1
588.226146913,3,3,281,5,63,0,0,4192,48,8,3861.813597863,0.993264814,0,1
588.241123005,0,0,283,4,63,0,0,4193,48,8,3865.203887691,0.994136802,0,1
588.366040199,2,2,233,7,63,0,0,4194,48,8,3868.015713683,0.994860009,0,1
588.460710825,4,4,259,1,63,0,0,4193,48,8,3865.981354958,0.994336768,0,1
588.486059863,1,1,281,0,63,0,0,4193,48,8,3865.530843948,0.994220896,0,1
588.655553857,6,6,286,8,63,0,0,4192,48,8,3862.324679444,0.993396265,0,1
588.759718254,5,5,280,1,63,0,0,4192,48,8,3861.401506985,0.993158824,0,1
588.958782531,7,7,248,3,63,0,0,4193,48,8,3866.711979211,0.994524686,0,1
589.203851437,8,8,259,5,63,0,0,4193,48,8,3864.409257211,0.993932422,0,1
589.226146913,3,3,282,5,63,0,0,4192,48,8,3861.735570046,0.993244745,0,1
589.241123005,0,0,284,5,63,0,0,4193,48,8,3865.125859874,0.994116734,0,1
589.366040199,2,2,234,6,63,0,0,4194,48,8,3867.949570451,0.994842997,0,1
589.460710825,4,4,260,6,63,0,0,4193,48,8,3865.909269434,0.994318228,0,1
589.486059863,1,1,282,7,63,0,0,4193,48,8,3865.464700716,0.994203884,0,1
589.655553857,6,6,287,4,63,0,0,4192,48,8,3862.252593919,0.993377725,0,1
589.759718254,5,5,281,0,63,0,0,4192,48,8,3861.329421460,0.993140283,0,1
589.958782531,7,7,249,8,63,0,0,4193,48,8,3866.639893686,0.994506145,0,1
590.203851437,8,8,260,5,63,0,0,4193,48,8,3864.325287102,0.993910825,0,1
590.226146913,3,3,283,6,63,0,0,4192,48,8,3861.663484522,0.993226205,0,1
590.241123005,0,0,285,2,63,0,0,4193,48,8,3865.059716642,0.994099721,0,1
590.366040199,2,2,235,4,63,0,0,4194,48,8,3867.871542634,0.994822928,0,1
590.460710825,4,4,261,0,63,0,0,4193,48,8,3865.831241617,0.994298159,0,1
590.486059863,1,1,283,2,63,0,0,4193,48,8,3865.392615192,0.994185343,0,1
590.655553857,6,6,288,3,63,0,0,4192,48,8,3862.180508395,0.993359184,0,1
590.759718254,5,5,282,3,63,0,0,4192,48,8,3861.251393643,0.993120214,0,1
590.899494846,8,5,282,3,62,1,0,4193,48,8,3864.254954672,0.993892735,1,1
590.958782531,7,7,250,0,63,0,0,4193,48,8,3866.573750454,0.994489133,0,1
591.203851437,8,8,261,1,63,0,0,4193,48,8,3864.192818346,0.993876754,0,1
591.226146913,3,3,284,4,63,0,0,4192,48,8,3861.585456705,0.993206136,0,1
591.241123005,0,0,286,8,63,0,0,4193,48,8,3864.987631117,0.994081181,0,1
591.343628029,7,8,261,1,62,1,0,4193,48,8,3866.505208220,0.994471504,1,1
591.366040199,2,2,236,7,63,0,0,4194,48,8,3867.799457110,0.994804387,0,1
591.460710825,4,4,262,8,63,0,0,4193,48,8,3865.765098385,0.994281147,0,1
591.486059863,1,1,284,6,63,0,0,4193,48,8,3865.326471960,0.994168331,0,1
591.655553857,6,6,289,0,63,0,0,4192,48,8,3862.114365163,0.993342172,0,1
591.759718254,5,5,283,6,63,0,0,4192,48,8,3861.185250411,0.993103202,0,1
591.958782531,7,7,251,5,63,0,0,4193,48,8,3866.435339406,0.994453534,0,1
592.203851437,8,8,262,2,63,0,0,4193,48,8,3864.114790529,0.993856685,0,1
592.226146913,3,3,285,2,63,0,0,4192,48,8,3861.513371181,0.993187595,0,1
592.241123005,0,0,287,8,63,0,0,4193,48,8,3864.921487885,0.994064169,0,1
592.343628029,5,8,262,2,62,1,0,4192,48,8,3861.115561567,0.993085278,1,1
592.366040199,2,2,237,7,63,0,0,4194,48,8,3867.727371585,0.994785847,0,1
592.460710825,4,4,263,0,63,0,0,4193,48,8,3865.693012860,0.994262606,0,1
592.486059863,1,1,285,0,63,0,0,4193,48,8,3865.254386435,0.994149791,0,1
592.655553857,6,6,290,5,63,0,0,4192,48,8,3862.042279639,0.993323632,0,1
592.759718254,5,5,284,4,63,0,0,4192,48,8,3861.046839362,0.993067603,0,1
592.958782531,7,7,252,4,63,0,0,4193,48,8,3866.363253881,0.994434993,0,1
593.203851437,8,8,263,3,63,0,0,4193,48,8,3864.042705004,0.993838144,0,1
593.226146913,3,3,286,1,63,0,0,4192,48,8,3861.435343364,0.993167527,0,1
593.241123005,0,0,288,5,63,0,0,4193,48,8,3864.849402361,0.994045628,0,1
593.366040199,2,2,238,6,63,0,0,4194,48,8,3867.655286061,0.994767306,0,1
593.460710825,4,4,264,8,63,0,0,4193,48,8,3865.620927336,0.994244066,0,1
593.486059863,1,1,286,4,63,0,0,4193,48,8,3865.188243203,0.994132779,0,1
593.655553857,6,6,291,4,63,0,0,4192,48,8,3861.964251822,0.993303563,0,1
593.759718254,5,5,285,6,63,0,0,4192,48,8,3860.968811545,0.993047534,0,1
593.899494844,4,5,285,6,62,1,0,4193,48,8,3865.552074416,0.994226357,1,1
593.958782531,7,7,253,3,63,0,0,4193,48,8,3866.291168357,0.994416453,0,1
594.203851437,8,8,264,4,63,0,0,4193,48,8,3863.976561772,0.993821132,0,1
594.226146913,3,3,287,8,63,0,0,4192,48,8,3861.363257839,0.993148986,0,1
594.241123005,0,0,289,4,63,0,0,4193,48,8,3864.783259129,0.994028616,0,1
594.343628029,7,8,264,4,62,1,0,4193,48,8,3866.222626122,0.994398824,1,1
