timestamp(s),nodeId,kind,bytes,src,dst,seq,hops,sf
748.203851437,8,data,27,8,6,418,0,8
748.226146913,3,data,27,3,2,441,0,8
748.241123005,0,data,27,0,5,443,0,8
748.366040199,2,data,27,2,5,393,0,8
748.460710825,4,data,27,4,2,419,0,8
748.486059863,1,data,27,1,0,441,0,8
748.655553857,6,data,27,6,5,446,0,8
748.759718254,5,data,27,5,0,440,0,8
748.958782531,7,data,27,7,1,408,0,8
749.098559366,3,data,27,7,1,408,1,8
749.203851437,8,data,27,8,2,419,0,8
749.241123005,0,data,27,0,8,444,0,8
749.258815366,3,data,27,3,8,442,0,8
749.366040199,2,data,27,2,0,394,0,8
749.460710825,4,data,27,4,0,420,0,8
749.486059863,1,data,27,1,6,442,0,8
749.655553857,6,data,27,6,5,447,0,8
749.759718254,5,data,27,5,6,441,0,8
749.958782531,7,data,27,7,0,409,0,8
750.098559121,6,data,27,7,0,409,1,8
750.203851437,8,data,27,8,0,420,0,8
750.226146913,3,data,27,3,0,443,0,8
750.241123005,0,data,27,0,5,445,0,8
750.366040199,2,data,27,2,6,395,0,8
750.460710825,4,data,27,4,8,421,0,8
750.486059863,1,data,27,1,5,443,0,8
750.655553857,6,data,27,6,1,448,0,8
750.759718254,5,data,27,5,3,442,0,8
750.958782531,7,data,27,7,4,410,0,8
751.203851437,8,data,27,8,0,421,0,8
751.226146913,3,data,27,3,5,444,0,8
751.241123005,0,data,27,0,6,446,0,8
751.343628029,5,data,27,8,0,421,1,8
751.366040199,2,data,27,2,3,396,0,8
751.460710825,4,data,27,4,1,422,0,8
751.486059863,1,data,27,1,5,444,0,8
751.655553857,6,data,27,6,2,449,0,8
751.759718254,5,data,27,5,3,443,0,8
751.795330447,3,data,27,6,2,449,1,8
751.958782531,7,data,27,7,8,411,0,8
752.203851437,8,data,27,8,0,422,0,8
752.226146913,3,data,27,3,8,445,0,8
752.241123005,0,data,27,0,3,447,0,8
752.365923503,6,data,27,3,8,445,1,8
752.366040199,2,data,27,2,0,397,0,8
752.460710825,4,data,27,4,7,423,0,8
752.486059863,1,data,27,1,7,445,0,8
752.655553857,6,data,27,6,4,450,0,8
752.759718254,5,data,27,5,2,444,0,8
752.958782531,7,data,27,7,1,412,0,8
753.098559366,3,data,27,7,1,412,1,8
753.203851437,8,data,27,8,3,423,0,8
753.241123005,0,data,27,0,2,448,0,8
753.258815366,3,data,27,3,2,446,0,8
753.343628029,7,data,27,8,3,423,1,8
753.366040199,2,data,27,2,7,398,0,8
753.460710825,4,data,27,4,3,424,0,8
753.486059863,1,data,27,1,8,446,0,8
753.655553857,6,data,27,6,5,451,0,8
753.759718254,5,data,27,5,8,445,0,8
753.795330447,7,data,27,6,5,451,1,8
753.958782531,7,data,27,7,2,413,0,8
754.098559366,5,data,27,7,2,413,1,8
754.203851437,8,data,27,8,3,424,0,8
754.226146913,3,data,27,3,8,447,0,8
754.241123005,0,data,27,0,7,449,0,8
754.365923503,6,data,27,3,8,447,1,8
754.366040199,2,data,27,2,1,399,0,8
754.460710825,4,data,27,4,3,425,0,8
754.486059863,1,data,27,1,0,447,0,8
754.655553857,6,data,27,6,8,452,0,8
754.759718254,5,data,27,5,8,446,0,8
754.958782531,7,data,27,7,0,414,0,8
755.098559121,6,data,27,7,0,414,1,8
755.203851437,8,data,27,8,7,425,0,8
755.226146913,3,data,27,3,5,448,0,8
755.241123005,0,data,27,0,8,450,0,8
755.366040199,2,data,27,2,7,400,0,8
755.460710825,4,data,27,4,7,426,0,8
755.486059863,1,data,27,1,8,448,0,8
755.655553857,6,data,27,6,0,453,0,8
755.759718254,5,data,27,5,0,447,0,8
755.958782531,7,data,27,7,8,415,0,8
756.203851437,8,data,27,8,4,426,0,8
756.226146913,3,data,27,3,2,449,0,8
756.241123005,0,data,27,0,4,451,0,8
756.343628029,7,data,27,8,4,426,1,8
756.366040199,2,data,27,2,5,401,0,8
756.460710825,4,data,27,4,7,427,0,8
756.486059863,1,data,27,1,5,449,0,8
756.655553857,6,data,27,6,7,454,0,8
756.759718254,5,data,27,5,1,448,0,8
756.958782531,7,data,27,7,8,416,0,8
757.203851437,8,data,27,8,0,427,0,8
757.226146913,3,data,27,3,7,450,0,8
757.241123005,0,data,27,0,4,452,0,8
757.366040199,2,data,27,2,1,402,0,8
757.460710825,4,data,27,4,0,428,0,8
757.486059863,1,data,27,1,3,450,0,8
757.655553857,6,data,27,6,8,455,0,8
757.759718254,5,data,27,5,3,449,0,8
757.899495089,1,data,27,5,3,449,1,8
757.958782531,7,data,27,7,6,417,0,8
758.203851437,8,data,27,8,4,428,0,8
758.226146913,3,data,27,3,5,451,0,8
758.241123005,0,data,27,0,6,453,0,8
758.343628029,7,data,27,8,4,428,1,8
758.366040199,2,data,27,2,0,403,0,8
758.460710825,4,data,27,4,8,429,0,8
758.486059863,1,data,27,1,0,451,0,8
758.655553857,6,data,27,6,0,456,0,8
758.759718254,5,data,27,5,4,450,0,8
758.958782531,7,data,27,7,3,418,0,8
759.203851437,8,data,27,8,7,429,0,8
759.226146913,3,data,27,3,5,452,0,8
759.241123005,0,data,27,0,3,454,0,8
759.366040199,2,data,27,2,7,404,0,8
759.460710825,4,data,27,4,5,430,0,8
759.486059863,1,data,27,1,0,452,0,8
759.600487415,7,data,27,4,5,430,1,8
759.655553857,6,data,27,6,0,457,0,8
759.759718254,5,data,27,5,4,451,0,8
759.958782531,7,data,27,7,1,419,0,8
760.098559366,3,data,27,7,1,419,1,8
760.203851437,8,data,27,8,0,430,0,8
760.241123005,0,data,27,0,5,455,0,8
760.258815366,3,data,27,3,8,453,0,8
760.366040199,2,data,27,2,8,405,0,8
760.460710825,4,data,27,4,3,431,0,8
760.486059863,1,data,27,1,3,453,0,8
760.655553857,6,data,27,6,4,458,0,8
760.759718254,5,data,27,5,2,452,0,8
760.958782531,7,data,27,7,6,420,0,8
761.203851437,8,data,27,8,3,431,0,8
761.226146913,3,data,27,3,5,454,0,8
761.241123005,0,data,27,0,8,456,0,8
761.366040199,2,data,27,2,6,406,0,8
761.460710825,4,data,27,4,7,432,0,8
761.486059863,1,data,27,1,7,454,0,8
761.655553857,6,data,27,6,2,459,0,8
761.759718254,5,data,27,5,3,453,0,8
761.795330447,3,data,27,6,2,459,1,8
